,accuracy_diff_4.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,rank_total,rank_fin
IZUMO1.rescaled,5315.5,5268.5,5267.5,5315.5,3798.0,3074.0,3133.0,2652.0,33824.0,0.7214724535925416
C9orf116.rescaled,5315.5,5268.5,5267.5,5315.5,3539.0,3230.0,2765.0,3138.0,33839.0,0.7213482587888522
TRPS1.rescaled,5315.5,5268.5,5267.5,5315.5,2988.0,3117.0,3270.0,3298.0,33840.0,0.721339979135273
DNAH1.rescaled,5315.5,5268.5,5267.5,5315.5,3650.0,3042.0,2671.0,3311.0,33841.0,0.7213316994816936
BTBD8.rescaled,5315.5,5268.5,5267.5,5315.5,2133.0,3154.0,2854.0,4540.0,33848.0,0.7212737419066386
ERI3.rescaled,5315.5,5268.5,5267.5,5315.5,3463.0,2599.0,2966.0,3654.0,33849.0,0.7212654622530593
STK17A.rescaled,5315.5,5268.5,5267.5,5315.5,2838.0,3279.0,2969.0,3603.0,33856.0,0.7212075046780042
EPHB2.rescaled,5315.5,5268.5,10433.5,5315.5,2492.0,1850.0,1798.0,1384.0,33857.0,0.721199225024425
KIAA0319L.rescaled,5315.5,5268.5,5267.5,5315.5,3829.0,2669.0,3157.0,3036.0,33858.0,0.7211909453708456
FKBP11.rescaled,5315.5,5268.5,5267.5,5315.5,3478.0,3607.0,2699.0,2920.0,33871.0,0.7210833098743148
FAM43B.rescaled,5315.5,5268.5,5267.5,5315.5,2653.0,3211.0,3611.0,3237.0,33879.0,0.7210170726456805
FAM86B1.rescaled,5315.5,5268.5,5267.5,5315.5,2856.0,4929.0,2104.0,2824.0,33880.0,0.7210087929921012
PYHIN1.rescaled,5315.5,5268.5,5267.5,5315.5,3482.0,3604.0,3126.0,2501.0,33880.0,0.7210087929921012
AACS.rescaled,10495.0,5268.5,5267.5,5315.5,2580.0,1767.0,1468.0,1721.0,33882.5,0.720988093858153
SMARCD2.rescaled,5315.5,5268.5,5267.5,5315.5,2948.0,2941.0,3417.0,3410.0,33883.0,0.7209839540313634
MLH3.rescaled,5315.5,11316.5,5267.5,5315.5,1520.0,1535.0,1576.0,2041.0,33887.0,0.7209508354170462
INTS6.rescaled,5315.5,5268.5,5267.5,5315.5,3358.0,3333.0,2936.0,3094.0,33888.0,0.7209425557634668
LMBR1L.rescaled,5315.5,5268.5,5267.5,5315.5,3579.0,3088.0,3129.0,2927.0,33890.0,0.7209259964563083
RFX7.rescaled,5315.5,5268.5,5267.5,5315.5,2443.0,3509.0,2211.0,4560.0,33890.0,0.7209259964563083
TTYH3.rescaled,5315.5,5268.5,5267.5,5315.5,3099.0,3770.0,3032.0,2829.0,33897.0,0.7208680388812532
CYSLTR1.rescaled,5315.5,5268.5,5267.5,5315.5,2798.0,3396.0,3679.0,2858.0,33898.0,0.720859759227674
CBWD6.rescaled,5315.5,5268.5,10433.5,5315.5,1496.0,1524.0,1930.0,2629.0,33912.0,0.7207438440775638
TSHR.rescaled,5315.5,5268.5,5267.5,5315.5,4468.0,2382.0,2506.0,3392.0,33915.0,0.720719005116826
HTRA4.rescaled,5315.5,5268.5,5267.5,5315.5,2572.0,3811.0,2726.0,3647.0,33923.0,0.7206527678881915
C8orf82.rescaled,5315.5,5268.5,10433.5,5315.5,1903.0,2030.0,2008.0,1658.0,33932.0,0.7205782510059779
GIMAP7.rescaled,5315.5,5268.5,5267.5,5315.5,3088.0,3720.0,2743.0,3221.0,33939.0,0.7205202934309228
CXCR6.rescaled,5315.5,5268.5,5267.5,5315.5,3003.0,2839.0,3291.0,3662.0,33962.0,0.7203298613985991
TRIP13.rescaled,5315.5,5268.5,5267.5,5315.5,4924.0,2455.0,2261.0,3157.0,33964.0,0.7203133020914405
MRPL28.rescaled,5315.5,5268.5,5267.5,5315.5,3156.0,2726.0,3048.0,3868.0,33965.0,0.7203050224378612
IFI16.rescaled,5315.5,5268.5,5267.5,5315.5,3372.0,3447.0,3224.0,2756.0,33966.0,0.7202967427842819
PRKCZ.rescaled,5315.5,5268.5,5267.5,5315.5,3183.0,4003.0,2995.0,2618.0,33966.0,0.7202967427842819
ATXN2.rescaled,540.0,5268.5,5267.5,371.0,5733.0,4904.0,5923.0,5960.0,33967.0,0.7202884631307026
TELO2.rescaled,5315.5,5268.5,5267.5,5315.5,3100.0,2899.0,3557.0,3252.0,33975.0,0.7202222259020683
SLC11A1.rescaled,10495.0,5268.5,5267.5,5315.5,1721.0,2124.0,1832.0,1956.0,33979.5,0.7201849674609615
ALOX12.rescaled,5315.5,10450.5,5267.5,5315.5,2063.0,1689.0,2078.0,1811.0,33990.0,0.7200980310983789
SLC9A3R1.rescaled,5315.5,5268.5,5267.5,5315.5,3018.0,3275.0,3421.0,3110.0,33991.0,0.7200897514447995
DOK2.rescaled,5315.5,5268.5,5267.5,5315.5,3346.0,2418.0,3986.0,3083.0,34000.0,0.7200152345625859
CD200.rescaled,10495.0,10450.5,5267.5,5315.5,680.0,681.0,575.0,549.0,34013.5,0.7199034592392655
PTGIS.rescaled,5315.5,5268.5,5267.5,5315.5,3239.0,3376.0,3606.0,2635.0,34023.0,0.7198248025302622
RBM25.rescaled,5315.5,5268.5,5267.5,5315.5,3085.0,3140.0,3094.0,3553.0,34039.0,0.7196923280729934
PRPF31.rescaled,5315.5,5268.5,5267.5,5315.5,3326.0,3374.0,3336.0,2843.0,34046.0,0.7196343704979384
LIFR.rescaled,5315.5,5268.5,5267.5,5315.5,3605.0,3420.0,3641.0,2214.0,34047.0,0.719626090844359
PSMD4.rescaled,5315.5,5268.5,5267.5,5315.5,3607.0,3467.0,2659.0,3176.0,34076.0,0.7193859808905596
FUZ.rescaled,5315.5,5268.5,5267.5,5315.5,3291.0,3162.0,3082.0,3377.0,34079.0,0.7193611419298216
ATP6AP1L.rescaled,5315.5,5268.5,5267.5,5315.5,5123.0,3445.0,1785.0,2564.0,34084.0,0.7193197436619252
PKP3.rescaled,5315.5,5268.5,5267.5,5315.5,3295.0,3216.0,3068.0,3339.0,34085.0,0.7193114640083459
NEU3.rescaled,5315.5,5268.5,5267.5,5315.5,3644.0,2543.0,2889.0,3858.0,34101.0,0.7191789895510772
ADCY4.rescaled,5315.5,5268.5,5267.5,5315.5,3004.0,3349.0,3017.0,3567.0,34104.0,0.7191541505903394
SPTB.rescaled,5315.5,5268.5,5267.5,10462.0,2028.0,1802.0,2389.0,1572.0,34104.5,0.7191500107635497
FAM13B.rescaled,5315.5,5268.5,5267.5,5315.5,3065.0,3299.0,3099.0,3477.0,34107.0,0.7191293116296014
GNPDA1.rescaled,5315.5,5268.5,5267.5,5315.5,2996.0,3115.0,3508.0,3322.0,34108.0,0.7191210319760222
IARS2.rescaled,5315.5,10450.5,5267.5,5315.5,1978.0,1722.0,2049.0,2015.0,34113.0,0.7190796337081257
CPSF3.rescaled,5315.5,5268.5,5267.5,5315.5,3243.0,2877.0,2829.0,3999.0,34115.0,0.7190630744009671
CYB5A.rescaled,5315.5,5268.5,5267.5,5315.5,5001.0,2420.0,3632.0,1902.0,34122.0,0.719005116825912
USP48.rescaled,540.0,354.5,524.5,10462.0,6162.0,5251.0,6163.0,4670.0,34127.0,0.7189637185580156
CUEDC2.rescaled,5315.5,11316.5,5267.5,5315.5,1548.0,1942.0,1641.0,1785.0,34131.0,0.7189305999436983
SLC12A9.rescaled,5315.5,5268.5,5267.5,5315.5,2960.0,3840.0,2877.0,3289.0,34133.0,0.7189140406365397
UBE2Q1.rescaled,5315.5,5268.5,5267.5,5315.5,2704.0,2876.0,4020.0,3372.0,34139.0,0.7188643627150639
RASGEF1A.rescaled,5315.5,5268.5,5267.5,5315.5,3275.0,2890.0,4368.0,2444.0,34144.0,0.7188229644471675
EMILIN2.rescaled,5315.5,5268.5,5267.5,5315.5,2262.0,2764.0,3665.0,4320.0,34178.0,0.7185414562254715
PARD6G.rescaled,5315.5,5268.5,5267.5,5315.5,2929.0,3050.0,3903.0,3132.0,34181.0,0.7185166172647337
CHAF1B.rescaled,5315.5,5268.5,5267.5,5315.5,2529.0,3406.0,3486.0,3594.0,34182.0,0.7185083376111543
PTRH2.rescaled,5315.5,5268.5,5267.5,5315.5,3547.0,3619.0,2946.0,2903.0,34182.0,0.7185083376111543
ITGB1BP2.rescaled,5315.5,5268.5,5267.5,5315.5,3001.0,3855.0,3180.0,2988.0,34191.0,0.7184338207289407
RAPGEFL1.rescaled,5315.5,5268.5,5267.5,5315.5,3329.0,3593.0,3337.0,2770.0,34196.0,0.7183924224610443
HYI.rescaled,5315.5,5268.5,5267.5,5315.5,3192.0,3189.0,2843.0,3818.0,34209.0,0.7182847869645135
DPF1.rescaled,5315.5,5268.5,5267.5,5315.5,4059.0,3476.0,2669.0,2840.0,34211.0,0.7182682276573549
TAF7.rescaled,5315.5,5268.5,5267.5,5315.5,3448.0,2815.0,3134.0,3648.0,34212.0,0.7182599480037755
MSI1.rescaled,264.0,130.0,196.0,277.0,6441.0,5613.0,8149.0,13145.0,34215.0,0.7182351090430377
MFAP4.rescaled,5315.5,5268.5,5267.5,5315.5,3220.0,3564.0,2816.0,3460.0,34227.0,0.718135753200086
ZNF749.rescaled,5315.5,5268.5,5267.5,5315.5,3095.0,3165.0,3286.0,3519.0,34232.0,0.7180943549321896
SS18.rescaled,5315.5,5268.5,5267.5,5315.5,3398.0,3302.0,3268.0,3098.0,34233.0,0.7180860752786103
NEK11.rescaled,5315.5,5268.5,5267.5,5315.5,3761.0,3246.0,2552.0,3518.0,34244.0,0.717994999089238
MAT1A.rescaled,197.0,213.5,354.5,371.0,7325.0,9913.0,7448.0,8431.0,34253.0,0.7179204822070244
CTIF.rescaled,5315.5,5268.5,5267.5,5315.5,3720.0,3537.0,3060.0,2779.0,34263.0,0.7178376856712315
C1orf43.rescaled,5315.5,5268.5,5267.5,5315.5,3802.0,2932.0,3630.0,2754.0,34285.0,0.717655533292487
TOP2A.rescaled,11311.0,11811.0,5267.5,5315.5,102.0,157.0,192.0,131.0,34287.0,0.7176389739853284
GABARAP.rescaled,5315.5,5268.5,5267.5,5315.5,3260.0,4022.0,2836.0,3005.0,34290.0,0.7176141350245906
SV2A.rescaled,5315.5,5268.5,5267.5,5315.5,3773.0,2933.0,2635.0,3783.0,34291.0,0.7176058553710113
GRIN2C.rescaled,5315.5,5268.5,5267.5,5315.5,3341.0,3946.0,3069.0,2772.0,34295.0,0.7175727367566941
NAIF1.rescaled,5315.5,5268.5,5267.5,5315.5,3307.0,3882.0,3057.0,2890.0,34303.0,0.7175064995280598
C14orf28.rescaled,5315.5,5268.5,5267.5,5315.5,3293.0,2931.0,3696.0,3227.0,34314.0,0.7174154233386876
LOXL3.rescaled,5315.5,10450.5,5267.5,11279.5,600.0,617.0,319.0,470.0,34319.0,0.717374025070791
ENSA.rescaled,5315.5,10450.5,5267.5,10462.0,854.0,662.0,682.0,629.0,34322.5,0.7173450462832636
PABPC3.rescaled,10495.0,11316.5,524.5,5315.5,2275.0,1565.0,1524.0,1316.0,34331.5,0.7172705294010499
SSR3.rescaled,5315.5,5268.5,5267.5,5315.5,3499.0,3808.0,3209.0,2649.0,34332.0,0.7172663895742601
LGALS9.rescaled,5315.5,5268.5,5267.5,5315.5,3548.0,3334.0,2930.0,3375.0,34354.0,0.7170842371955157
MBTPS1.rescaled,5315.5,10450.5,5267.5,5315.5,2719.0,1408.0,1657.0,2222.0,34355.0,0.7170759575419364
NADSYN1.rescaled,5315.5,5268.5,5267.5,550.0,5565.0,4579.0,4313.0,3500.0,34358.5,0.7170469787544089
SMC5.rescaled,5315.5,5268.5,5267.5,5315.5,3715.0,3599.0,3115.0,2769.0,34365.0,0.7169931610061435
MYOM1.rescaled,5315.5,10450.5,5267.5,10462.0,992.0,604.0,603.0,673.0,34367.5,0.7169724618721953
PLEKHM3.rescaled,5315.5,5268.5,5267.5,5315.5,3637.0,3173.0,3074.0,3324.0,34375.0,0.7169103644703505
SNX32.rescaled,5315.5,5268.5,5267.5,5315.5,3128.0,3215.0,3538.0,3328.0,34376.0,0.7169020848167713
NRTN.rescaled,5315.5,5268.5,5267.5,5315.5,3952.0,1601.0,1328.0,6330.0,34378.0,0.7168855255096127
ZNF274.rescaled,5315.5,5268.5,5267.5,5315.5,3995.0,3029.0,2631.0,3560.0,34382.0,0.7168524068952955
SPP1.rescaled,5315.5,5268.5,5267.5,5315.5,3960.0,3569.0,3230.0,2457.0,34383.0,0.7168441272417162
SYT17.rescaled,5315.5,5268.5,5267.5,5315.5,1810.0,6276.0,2916.0,2218.0,34387.0,0.7168110086273991
CRLS1.rescaled,5315.5,5268.5,5267.5,5315.5,2668.0,4098.0,2860.0,3602.0,34395.0,0.7167447713987647
SALL4.rescaled,5315.5,5268.5,5267.5,5315.5,3186.0,3329.0,3249.0,3479.0,34410.0,0.7166205765950753
SLC25A4.rescaled,5315.5,5268.5,5267.5,5315.5,3158.0,3087.0,3243.0,3757.0,34412.0,0.7166040172879167
FHOD3.rescaled,10495.0,5268.5,5267.5,5315.5,2736.0,2186.0,1453.0,1699.0,34420.5,0.7165336402324927
C2.rescaled,10495.0,5268.5,5267.5,5315.5,1776.0,1740.0,2370.0,2190.0,34422.5,0.7165170809253341
COX10.rescaled,5315.5,5268.5,5267.5,5315.5,2923.0,2968.0,3669.0,3697.0,34424.0,0.7165046614449652
ZNF672.rescaled,5315.5,5268.5,5267.5,5315.5,3351.0,2595.0,5941.0,1377.0,34431.0,0.71644670386991
SPATA7.rescaled,5315.5,5268.5,5267.5,5315.5,3181.0,3054.0,3628.0,3407.0,34437.0,0.7163970259484342
BBS4.rescaled,362.5,270.5,263.0,371.0,4164.0,10406.0,7894.0,10710.0,34441.0,0.7163639073341171
FMNL3.rescaled,5315.5,5268.5,5267.5,5315.5,3693.0,3617.0,3242.0,2737.0,34456.0,0.7162397125304277
ZNF585B.rescaled,5315.5,5268.5,5267.5,5315.5,3393.0,3356.0,3007.0,3535.0,34458.0,0.7162231532232691
TMEM63C.rescaled,5315.5,5268.5,5267.5,5315.5,2398.0,4531.0,2991.0,3379.0,34466.0,0.7161569159946348
SOX13.rescaled,5315.5,5268.5,5267.5,5315.5,3864.0,3139.0,2741.0,3562.0,34473.0,0.7160989584195797
PLD4.rescaled,5315.5,5268.5,5267.5,10462.0,2847.0,1807.0,1654.0,1856.0,34477.5,0.7160616999784729
SART3.rescaled,5315.5,5268.5,5267.5,5315.5,3609.0,3009.0,3462.0,3231.0,34478.0,0.7160575601516832
NEK7.rescaled,11311.0,10450.5,5267.5,5315.5,603.0,714.0,452.0,370.0,34483.5,0.7160120220569972
IQGAP2.rescaled,5315.5,5268.5,5267.5,5315.5,2247.0,3544.0,4105.0,3422.0,34485.0,0.7159996025766282
DNAAF2.rescaled,5315.5,5268.5,5267.5,5315.5,4279.0,3232.0,3041.0,2767.0,34486.0,0.7159913229230489
CA8.rescaled,10495.0,5268.5,11275.5,5315.5,401.0,661.0,568.0,511.0,34495.5,0.7159126662140456
PRR23C.rescaled,5315.5,5268.5,5267.5,5315.5,3299.0,3868.0,2943.0,3219.0,34496.0,0.715908526387256
RNF213.rescaled,10495.0,5268.5,354.5,5315.5,1700.0,3825.0,4936.0,2602.0,34496.5,0.7159043865604663
PITPNB.rescaled,5315.5,5268.5,11275.5,5315.5,1769.0,1951.0,1871.0,1737.0,34503.0,0.7158505688122009
COX19.rescaled,5315.5,5268.5,5267.5,5315.5,2875.0,2722.0,3637.0,4105.0,34506.0,0.715825729851463
CEBPB.rescaled,5315.5,5268.5,5267.5,5315.5,3104.0,3536.0,3449.0,3255.0,34511.0,0.7157843315835666
LAD1.rescaled,5315.5,5268.5,5267.5,5315.5,2531.0,3282.0,4002.0,3542.0,34524.0,0.7156766960870358
SLC34A2.rescaled,93.0,111.0,120.5,158.0,3793.0,10495.0,8086.0,11678.0,34534.5,0.7155897597244532
SLC11A2.rescaled,5315.5,5268.5,5267.5,5315.5,3153.0,4167.0,3056.0,2994.0,34537.0,0.715569060590505
TMEM33.rescaled,5315.5,5268.5,5267.5,5315.5,3208.0,3520.0,3503.0,3140.0,34538.0,0.7155607809369255
MICA.rescaled,5315.5,5268.5,5267.5,5315.5,3367.0,4785.0,2885.0,2334.0,34538.0,0.7155607809369255
STAT4.rescaled,5315.5,5268.5,5267.5,5315.5,3247.0,3772.0,3191.0,3162.0,34539.0,0.7155525012833464
PIGH.rescaled,10495.0,5268.5,5267.5,5315.5,2184.0,1711.0,1824.0,2476.0,34541.5,0.715531802149398
DEDD.rescaled,5315.5,5268.5,5267.5,5315.5,3129.0,3726.0,3168.0,3363.0,34553.0,0.7154365861332361
MUC4.rescaled,5315.5,5268.5,5267.5,5315.5,3177.0,3499.0,2844.0,3871.0,34558.0,0.7153951878653397
MPST.rescaled,5315.5,5268.5,5267.5,5315.5,3572.0,3221.0,3386.0,3213.0,34559.0,0.7153869082117604
BAG6.rescaled,5315.5,5268.5,5267.5,5315.5,3370.0,3532.0,3161.0,3334.0,34564.0,0.7153455099438639
ZNF330.rescaled,5315.5,5268.5,5267.5,5315.5,3191.0,3304.0,3643.0,3265.0,34570.0,0.7152958320223881
RNF185.rescaled,5315.5,5268.5,5267.5,5315.5,3384.0,3887.0,3338.0,2821.0,34597.0,0.7150722813757473
SCAF1.rescaled,5315.5,5268.5,5267.5,10462.0,2249.0,2138.0,1712.0,2185.0,34597.5,0.7150681415489576
ZBTB24.rescaled,5315.5,5268.5,5267.5,5315.5,3493.0,3241.0,3283.0,3415.0,34599.0,0.7150557220685887
ODF4.rescaled,5315.5,10450.5,5267.5,5315.5,1649.0,2685.0,1941.0,2008.0,34632.0,0.714782493500472
ZNF230.rescaled,5315.5,10450.5,10433.5,5315.5,728.0,746.0,940.0,704.0,34633.0,0.7147742138468927
BEND5.rescaled,5315.5,5268.5,5267.5,5315.5,3584.0,3196.0,3450.0,3236.0,34633.0,0.7147742138468927
MCM7.rescaled,5315.5,5268.5,5267.5,5315.5,3392.0,3871.0,2327.0,3882.0,34639.0,0.7147245359254168
R3HDM2.rescaled,5315.5,5268.5,5267.5,5315.5,3097.0,3168.0,3353.0,3862.0,34647.0,0.7146582986967825
ALOX5AP.rescaled,5315.5,10450.5,11275.5,5315.5,627.0,607.0,571.0,487.0,34649.0,0.7146417393896239
MTCP1.rescaled,5315.5,5268.5,5267.5,5315.5,3182.0,3464.0,3820.0,3017.0,34650.0,0.7146334597360446
AXDND1.rescaled,5315.5,10450.5,5267.5,5315.5,1875.0,2143.0,2090.0,2198.0,34655.0,0.7145920614681482
SLC38A11.rescaled,5315.5,5268.5,5267.5,5315.5,2833.0,4102.0,3036.0,3523.0,34661.0,0.7145423835466724
DDX17.rescaled,5315.5,5268.5,5267.5,5315.5,4041.0,2881.0,3293.0,3286.0,34668.0,0.7144844259716173
TPMT.rescaled,5315.5,5268.5,5267.5,5315.5,2777.0,3350.0,2621.0,4758.0,34673.0,0.7144430277037208
KCNJ6.rescaled,540.0,533.5,524.5,5315.5,5549.0,6658.0,8374.0,7182.0,34676.5,0.7144140489161934
COL9A3.rescaled,5315.5,5268.5,5267.5,5315.5,3945.0,2935.0,3914.0,2727.0,34688.0,0.7143188329000314
ATP1B1.rescaled,5315.5,5268.5,5267.5,5315.5,3555.0,3067.0,3398.0,3505.0,34692.0,0.7142857142857143
NCAPD2.rescaled,11311.0,5268.5,5267.5,5315.5,1164.0,1671.0,1900.0,2795.0,34692.5,0.7142815744589246
ZNF224.rescaled,5315.5,5268.5,5267.5,5315.5,3723.0,3389.0,3170.0,3247.0,34696.0,0.7142525956713971
C19orf54.rescaled,10495.0,5268.5,5267.5,10462.0,718.0,880.0,757.0,850.0,34698.0,0.7142360363642386
POLD4.rescaled,5315.5,5268.5,5267.5,5315.5,3502.0,3441.0,3296.0,3295.0,34701.0,0.7142111974035006
BHLHE40.rescaled,5315.5,5268.5,5267.5,5315.5,3815.0,2823.0,3765.0,3134.0,34704.0,0.7141863584427628
GPR143.rescaled,5315.5,5268.5,5267.5,5315.5,2868.0,3394.0,3869.0,3413.0,34711.0,0.7141284008677077
CCDC80.rescaled,5315.5,5268.5,5267.5,5315.5,3643.0,3611.0,3151.0,3142.0,34714.0,0.7141035619069698
SYTL2.rescaled,5315.5,5268.5,5267.5,5315.5,4146.0,2605.0,3621.0,3184.0,34723.0,0.7140290450247562
AIMP2.rescaled,5315.5,5268.5,5267.5,5315.5,3475.0,4193.0,2883.0,3010.0,34728.0,0.7139876467568598
CHD5.rescaled,540.0,5268.5,5267.5,5315.5,3347.0,5225.0,4705.0,5083.0,34751.5,0.7137930748977463
UBR1.rescaled,5315.5,5268.5,5267.5,5315.5,3365.0,4260.0,2513.0,3461.0,34766.0,0.7136730199208465
KCNJ10.rescaled,5315.5,5268.5,5267.5,5315.5,3792.0,3346.0,2868.0,3597.0,34770.0,0.7136399013065293
FANCE.rescaled,5315.5,5268.5,5267.5,5315.5,3214.0,2802.0,3854.0,3740.0,34777.0,0.7135819437314743
RDH5.rescaled,11311.0,10450.5,10433.5,550.0,606.0,309.0,548.0,587.0,34795.0,0.713432909967047
PHOSPHO2.rescaled,5315.5,5268.5,5267.5,5315.5,2820.0,4040.0,3615.0,3153.0,34795.0,0.713432909967047
SNRPD1.rescaled,5315.5,5268.5,5267.5,5315.5,2899.0,3293.0,3052.0,4389.0,34800.0,0.7133915116991505
SLC4A9.rescaled,5315.5,5268.5,5267.5,5315.5,3638.0,3584.0,3319.0,3100.0,34808.0,0.7133252744705161
HADHA.rescaled,5315.5,5268.5,5267.5,5315.5,4191.0,3382.0,2589.0,3482.0,34811.0,0.7133004355097783
MGAT5.rescaled,5315.5,5268.5,5267.5,5315.5,3130.0,3694.0,3574.0,3271.0,34836.0,0.7130934441702959
KALRN.rescaled,5315.5,5268.5,5267.5,5315.5,3375.0,3110.0,3199.0,3988.0,34839.0,0.7130686052095581
G6PD.rescaled,5315.5,10450.5,5267.5,5315.5,2113.0,2385.0,1255.0,2744.0,34846.0,0.713010647634503
GEMIN7.rescaled,5315.5,5268.5,5267.5,5315.5,3259.0,3994.0,3081.0,3348.0,34849.0,0.712985808673765
NGF.rescaled,5315.5,5268.5,5267.5,5315.5,3087.0,3391.0,3985.0,3228.0,34858.0,0.7129112917915514
PLEKHG2.rescaled,5315.5,5268.5,10433.5,550.0,3345.0,2769.0,3468.0,3709.0,34858.5,0.7129071519647618
RYBP.rescaled,5315.5,5268.5,5267.5,5315.5,3569.0,3627.0,3176.0,3321.0,34860.0,0.7128947324843928
TSC22D4.rescaled,5315.5,5268.5,5267.5,5315.5,2381.0,3280.0,3939.0,4097.0,34864.0,0.7128616138700756
SAMD3.rescaled,5315.5,5268.5,5267.5,5315.5,3304.0,3930.0,3100.0,3373.0,34874.0,0.7127788173342827
KANK3.rescaled,5315.5,5268.5,5267.5,5315.5,3477.0,4001.0,3162.0,3069.0,34876.0,0.7127622580271241
CCR5.rescaled,5315.5,5268.5,5267.5,5315.5,3197.0,3431.0,4188.0,2902.0,34885.0,0.7126877411449105
CDK13.rescaled,5315.5,5268.5,5267.5,5315.5,3110.0,3551.0,3334.0,3729.0,34891.0,0.7126380632234348
ADRM1.rescaled,5315.5,5268.5,5267.5,5315.5,4147.0,2051.0,3326.0,4201.0,34892.0,0.7126297835698554
GCNT7.rescaled,5315.5,5268.5,5267.5,5315.5,3233.0,3150.0,4437.0,2909.0,34896.0,0.7125966649555382
ALKBH1.rescaled,5315.5,10450.5,11275.5,5315.5,666.0,645.0,514.0,718.0,34900.0,0.7125635463412211
B3GALT4.rescaled,5315.5,5268.5,5267.5,5315.5,3069.0,3793.0,3204.0,3679.0,34912.0,0.7124641904982696
FKBP2.rescaled,5315.5,5268.5,5267.5,5315.5,3588.0,2741.0,3617.0,3800.0,34913.0,0.7124559108446902
PNPLA8.rescaled,5315.5,5268.5,5267.5,5315.5,4047.0,2803.0,3702.0,3199.0,34918.0,0.7124145125767938
TIMM23.rescaled,5315.5,5268.5,5267.5,5315.5,3093.0,4075.0,3140.0,3453.0,34928.0,0.7123317160410008
ARHGEF6.rescaled,5315.5,5268.5,5267.5,5315.5,2972.0,2684.0,3429.0,4676.0,34928.0,0.7123317160410008
MEX3A.rescaled,5315.5,10450.5,5267.5,5315.5,1202.0,1965.0,1471.0,3945.0,34932.0,0.7122985974266837
KCNQ3.rescaled,5315.5,5268.5,5267.5,5315.5,2536.0,3816.0,3396.0,4025.0,34940.0,0.7122323601980494
RASSF4.rescaled,5315.5,5268.5,5267.5,5315.5,3098.0,3494.0,3712.0,3474.0,34945.0,0.7121909619301529
RIC3.rescaled,5315.5,5268.5,5267.5,5315.5,3470.0,3890.0,3258.0,3192.0,34977.0,0.7119260130156154
CCDC68.rescaled,11804.0,5268.5,10433.5,5315.5,485.0,588.0,661.0,422.0,34977.5,0.7119218731888257
USP7.rescaled,5315.5,10450.5,5267.5,5315.5,2390.0,1939.0,2409.0,1891.0,34978.0,0.7119177333620361
S100A14.rescaled,5315.5,5268.5,5267.5,5315.5,5673.0,2406.0,2016.0,3726.0,34988.0,0.7118349368262432
SCNN1A.rescaled,5315.5,5268.5,10433.5,5315.5,1722.0,3206.0,1811.0,1921.0,34993.0,0.7117935385583467
FZD7.rescaled,5315.5,5268.5,5267.5,5315.5,4730.0,2629.0,2849.0,3621.0,34996.0,0.7117686995976089
TRAF7.rescaled,5315.5,5268.5,5267.5,5315.5,3032.0,3043.0,3777.0,3979.0,34998.0,0.7117521402904503
POLR2C.rescaled,5315.5,5268.5,5267.5,5315.5,4357.0,3707.0,2371.0,3398.0,35000.0,0.7117355809832917
FATE1.rescaled,5315.5,5268.5,5267.5,5315.5,4081.0,3283.0,3422.0,3053.0,35006.0,0.7116859030618159
SLC9B1.rescaled,5315.5,5268.5,5267.5,5315.5,4359.0,2779.0,3039.0,3666.0,35010.0,0.7116527844474987
LRP5L.rescaled,5315.5,5268.5,5267.5,5315.5,3261.0,3442.0,4211.0,2929.0,35010.0,0.7116527844474987
ZSWIM5.rescaled,5315.5,5268.5,5267.5,5315.5,5614.0,3548.0,2117.0,2566.0,35012.0,0.7116362251403401
PPP1R1C.rescaled,5315.5,5268.5,5267.5,5315.5,4594.0,2140.0,3539.0,3572.0,35012.0,0.7116362251403401
ADARB2.rescaled,5315.5,5268.5,5267.5,5315.5,2744.0,3323.0,3754.0,4038.0,35026.0,0.7115203099902301
DDC.rescaled,362.5,5268.5,524.5,550.0,5651.0,8439.0,7697.0,6537.0,35029.5,0.7114913312027025
METTL4.rescaled,5315.5,5268.5,5267.5,5315.5,3926.0,3901.0,3262.0,2777.0,35033.0,0.711462352415175
CPNE8.rescaled,5315.5,5268.5,5267.5,5315.5,3512.0,2999.0,3482.0,3881.0,35041.0,0.7113961151865407
ADRA2A.rescaled,5315.5,5268.5,5267.5,5315.5,3963.0,3540.0,3400.0,2971.0,35041.0,0.7113961151865407
DNALI1.rescaled,5315.5,5268.5,5267.5,5315.5,4297.0,3860.0,2537.0,3182.0,35043.0,0.7113795558793821
ADRB3.rescaled,5315.5,5268.5,5267.5,5315.5,3885.0,3931.0,3147.0,2917.0,35047.0,0.7113464372650649
PIAS1.rescaled,5315.5,10450.5,5267.5,5315.5,1837.0,1848.0,2781.0,2247.0,35062.0,0.7112222424613754
HUWE1.rescaled,5315.5,5268.5,5267.5,5315.5,3565.0,3765.0,3062.0,3513.0,35072.0,0.7111394459255824
DNAJC14.rescaled,5315.5,5268.5,5267.5,5315.5,3332.0,3166.0,3388.0,4020.0,35073.0,0.7111311662720032
RGS19.rescaled,5315.5,5268.5,5267.5,5315.5,3897.0,3046.0,4160.0,2806.0,35076.0,0.7111063273112652
