,accuracy_diff_4.pkl,accuracy_diff_5.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,r2_diff_5.pkl,rank_total,rank_fin
ECE1.rescaled,133.5,161.5,60.0,133.0,114.0,418.0,9619.0,1545.0,1665.0,2576.0,16425.0,0.8918549866922352
S100A7A.rescaled,397.5,7884.0,407.5,322.0,264.0,1892.0,638.0,595.0,1007.0,3129.0,16536.0,0.8911209932056008
PHGDH.rescaled,546.5,546.0,550.0,7884.5,537.0,517.0,3602.0,602.0,1284.0,579.0,16648.0,0.8903803871650329
CXCR4.rescaled,320.0,186.5,260.5,192.5,264.0,4069.0,667.0,2504.0,5261.0,3209.0,16933.5,0.8884925030169777
CA8.rescaled,7885.0,546.0,325.0,403.0,7883.5,88.0,56.0,59.0,57.0,33.0,17335.5,0.8858342563356533
TPH1.rescaled,546.5,7884.0,550.0,403.0,7883.5,22.0,21.0,24.0,25.0,22.0,17381.0,0.8855333851316725
ABCD1.rescaled,7885.0,7884.0,550.0,550.5,537.0,29.0,53.0,29.0,46.0,43.0,17606.5,0.884042254219636
IL22RA2.rescaled,7885.0,319.0,7886.5,230.0,324.0,119.0,65.0,117.0,225.0,471.0,17641.5,0.8838108148319584
KREMEN2.rescaled,7885.0,546.0,407.5,7884.5,264.0,250.0,96.0,101.0,170.0,100.0,17704.0,0.8833975302111058
CENPF.rescaled,34.0,35.5,16.0,21.5,22.5,721.0,11498.0,1119.0,360.0,3880.0,17707.5,0.883374386272338
HMGCS2.rescaled,546.5,319.0,7886.5,7884.5,537.0,87.0,68.0,153.0,67.0,175.0,17723.5,0.8832685854093998
RAET1L.rescaled,546.5,398.5,7886.5,7884.5,324.0,194.0,141.0,124.0,177.0,107.0,17783.0,0.8828751384503479
IFT122.rescaled,397.5,546.0,407.5,7884.5,7883.5,114.0,142.0,169.0,112.0,140.0,17796.0,0.8827891752492106
ZNF90.rescaled,546.5,546.0,7886.5,7884.5,537.0,81.0,76.0,92.0,159.0,155.0,17963.5,0.8816815724653254
SIGLEC5.rescaled,546.5,7884.0,325.0,7884.5,537.0,125.0,309.0,167.0,139.0,180.0,18097.0,0.8807987965151841
PLIN1.rescaled,546.5,398.5,407.5,7884.5,7883.5,319.0,115.0,157.0,210.0,218.0,18139.5,0.8805177629730042
CAB39L.rescaled,320.0,546.0,550.0,7884.5,7883.5,105.0,180.0,471.0,248.0,135.0,18323.0,0.8793043593261808
KIF16B.rescaled,7885.0,7884.0,550.0,550.5,537.0,111.0,204.0,308.0,197.0,121.0,18347.5,0.8791423517548065
FBXO43.rescaled,320.0,7884.0,550.0,403.0,391.0,1724.0,2007.0,2427.0,1494.0,1238.0,18438.0,0.8785439156238118
ABTB2.rescaled,397.5,546.0,7886.5,550.5,7883.5,394.0,280.0,360.0,246.0,261.0,18805.0,0.8761171083301649
ANLN.rescaled,546.5,186.5,260.5,230.0,220.5,506.0,2576.0,13082.0,915.0,313.0,18836.0,0.8759121191582219
IL33.rescaled,397.5,546.0,550.0,7884.5,7883.5,694.0,334.0,189.0,158.0,305.0,18941.5,0.8752144947182225
GPR82.rescaled,546.5,7884.0,7886.5,550.5,537.0,204.0,564.0,415.0,328.0,462.0,19377.5,0.8723314212031542
RASL10A.rescaled,397.5,7884.0,325.0,550.5,7883.5,422.0,547.0,629.0,362.0,446.0,19446.5,0.8718751549817328
UHRF1.rescaled,99.5,219.5,162.5,272.5,165.0,470.0,4262.0,856.0,12477.0,542.0,19526.0,0.8713494569440082
ECT2.rescaled,261.5,319.0,325.0,403.0,220.5,1024.0,963.0,1549.0,12032.0,2446.0,19543.0,0.8712370435271363
HMG20B.rescaled,546.5,7884.0,550.0,403.0,7883.5,464.0,171.0,296.0,422.0,1271.0,19891.0,0.8689358747582285
ALG1L.rescaled,220.5,266.0,407.5,322.0,264.0,4616.0,859.0,3061.0,2401.0,7517.0,19934.0,0.8686515349390819
C9orf43.rescaled,546.5,546.0,550.0,7884.5,7883.5,498.0,778.0,192.0,795.0,541.0,20214.5,0.866796713560695
COL22A1.rescaled,320.0,546.0,325.0,403.0,537.0,6486.0,374.0,1866.0,6185.0,3336.0,20378.0,0.8657155609925443
XAF1.rescaled,546.5,398.5,550.0,7884.5,537.0,2089.0,2956.0,3046.0,676.0,1764.0,20447.5,0.8652559884941562
MAMDC4.rescaled,546.5,7884.0,407.5,550.5,7883.5,387.0,711.0,600.0,779.0,1008.0,20757.0,0.8632094030516937
LRP2.rescaled,99.5,186.5,98.0,109.5,537.0,1053.0,1274.0,10372.0,6979.0,154.0,20862.5,0.8625117786116943
ADAMTS12.rescaled,546.5,7884.0,407.5,403.0,7883.5,978.0,413.0,1719.0,300.0,536.0,21070.5,0.8611363673934965
GSDMC.rescaled,546.5,319.0,325.0,403.0,537.0,1844.0,12043.0,1557.0,2189.0,1358.0,21121.5,0.8607991271428808
NDUFB11.rescaled,546.5,7884.0,550.0,7884.5,537.0,840.0,644.0,1092.0,773.0,668.0,21419.0,0.8588318923476219
SCN3B.rescaled,261.5,219.5,407.5,403.0,391.0,11499.0,1270.0,1389.0,4315.0,1404.0,21559.5,0.8579028285199451
DLGAP5.rescaled,16.0,12.5,19.5,24.5,33.0,2697.0,6329.0,702.0,713.0,11263.0,21809.5,0.8562496900365344
TPT1.rescaled,546.5,546.0,7886.5,7884.5,537.0,769.0,715.0,1367.0,1095.0,615.0,21961.5,0.8552445818386206
LIG1.rescaled,320.0,186.5,550.0,550.5,264.0,771.0,6411.0,11423.0,447.0,1835.0,22758.0,0.8499776826304739
MCM4.rescaled,320.0,546.0,7886.5,7884.5,537.0,941.0,723.0,1336.0,2163.0,1053.0,23390.0,0.8457985485444115
CCL20.rescaled,7885.0,398.5,550.0,7884.5,537.0,1508.0,968.0,609.0,912.0,2238.0,23490.0,0.8451372931510472
SLC7A11.rescaled,7885.0,7884.0,407.5,403.0,537.0,2045.0,680.0,653.0,1990.0,1192.0,23676.5,0.8439040518424228
PAH.rescaled,397.5,7884.0,7886.5,550.5,537.0,451.0,3198.0,1555.0,928.0,300.0,23687.5,0.8438313137491528
CFP.rescaled,546.5,319.0,550.0,322.0,391.0,1451.0,2144.0,12413.0,1491.0,4611.0,24238.5,0.8401877965317155
CDK1.rescaled,320.0,219.5,550.0,192.5,264.0,852.0,11050.0,6082.0,738.0,4158.0,24426.0,0.8389479426691574
KIF20A.rescaled,34.0,81.5,88.0,28.5,180.0,7785.0,12553.0,262.0,1362.0,2234.0,24608.0,0.8377444578532344
AQP9.rescaled,7885.0,398.5,7886.5,7884.5,391.0,36.0,34.0,31.0,56.0,71.0,24673.5,0.8373113355705808
ASB9.rescaled,546.5,546.0,550.0,7884.5,537.0,4377.0,2597.0,1492.0,3245.0,2952.0,24727.0,0.8369575639351309
TRPA1.rescaled,546.5,7884.0,550.0,7884.5,537.0,1368.0,831.0,1813.0,793.0,2616.0,24823.0,0.8363227587575011
KRT23.rescaled,113.5,219.5,162.5,133.0,537.0,6600.0,2711.0,3229.0,306.0,10848.0,24859.5,0.8360814005389232
SYNGR3.rescaled,7885.0,546.0,7886.5,7884.5,537.0,23.0,31.0,27.0,50.0,20.0,24890.0,0.835879717643947
TCEAL2.rescaled,15120.0,7884.0,407.5,646.0,537.0,43.0,106.0,32.0,49.0,84.0,24908.5,0.8357573853961746
PRRT3.rescaled,7885.0,546.0,550.0,550.5,7883.5,805.0,1088.0,2142.0,736.0,2810.0,24996.0,0.8351787869269809
SLC1A6.rescaled,320.0,546.0,325.0,7884.5,7883.5,774.0,1857.0,863.0,450.0,4191.0,25094.0,0.8345307566414839
TM6SF2.rescaled,7885.0,7884.0,550.0,7884.5,537.0,71.0,82.0,89.0,54.0,75.0,25111.5,0.8344150369476451
SPC24.rescaled,133.5,81.5,74.5,109.5,60.0,13699.0,1384.0,675.0,8575.0,497.0,25289.0,0.8332413086244235
TMEM216.rescaled,7885.0,546.0,550.0,7884.5,7883.5,63.0,61.0,133.0,242.0,158.0,25406.0,0.8324676398141873
ESCO2.rescaled,25.5,45.0,47.5,72.0,74.0,2516.0,2046.0,12781.0,7795.0,282.0,25684.0,0.8306293498206345
G0S2.rescaled,546.5,7884.0,7886.5,7884.5,391.0,327.0,172.0,172.0,265.0,206.0,25734.5,0.8302954158469855
TMSB15B.rescaled,546.5,7884.0,7886.5,550.5,7883.5,165.0,205.0,179.0,381.0,159.0,25840.0,0.8295977914069862
FAR2.rescaled,546.5,546.0,550.0,7884.5,391.0,3362.0,2294.0,1641.0,3049.0,5671.0,25935.0,0.8289695987832901
PLK4.rescaled,45.0,68.5,74.5,72.0,74.0,2836.0,595.0,9308.0,12090.0,1151.0,26314.0,0.8264634408424394
TK1.rescaled,546.5,546.0,7886.5,7884.5,7883.5,242.0,230.0,555.0,332.0,427.0,26533.0,0.8250152915309715
SHCBP1.rescaled,546.5,7884.0,550.0,322.0,537.0,4898.0,1450.0,3458.0,2524.0,4508.0,26677.5,0.8240597774875601
CDT1.rescaled,7885.0,7884.0,550.0,550.5,7883.5,441.0,162.0,311.0,510.0,540.0,26717.0,0.8237985816071812
ELFN2.rescaled,546.5,7884.0,7886.5,7884.5,537.0,449.0,342.0,513.0,351.0,466.0,26859.5,0.8228562926716371
KCNIP2.rescaled,7885.0,546.0,7886.5,550.5,7883.5,483.0,283.0,468.0,545.0,352.0,26882.5,0.8227042039311633
ZWINT.rescaled,7885.0,546.0,7886.5,550.5,7883.5,234.0,879.0,318.0,417.0,332.0,26931.5,0.8223801887884148
MCM10.rescaled,54.5,96.5,35.5,47.5,60.0,427.0,1139.0,1210.0,12582.0,11371.0,27023.0,0.8217751401034865
EMD.rescaled,7885.0,7884.0,7886.5,550.5,537.0,750.0,282.0,502.0,437.0,325.0,27039.0,0.8216693392405482
BCAP31.rescaled,546.5,7884.0,7886.5,550.5,7883.5,188.0,428.0,601.0,805.0,306.0,27079.0,0.8214048370832024
GPC2.rescaled,397.5,546.0,7886.5,7884.5,7883.5,345.0,972.0,599.0,524.0,366.0,27404.0,0.8192557570547685
NFASC.rescaled,546.5,398.5,7886.5,550.5,7883.5,442.0,1671.0,4034.0,1374.0,2637.0,27423.5,0.8191268122530624
DYNC1LI2.rescaled,7885.0,546.0,7886.5,550.5,7883.5,367.0,700.0,1009.0,526.0,397.0,27750.5,0.8169645071167612
GSTA3.rescaled,7885.0,7884.0,550.0,550.5,7883.5,810.0,392.0,886.0,584.0,330.0,27755.0,0.8169347506240598
TMEM100.rescaled,7885.0,546.0,7886.5,7884.5,537.0,863.0,697.0,576.0,470.0,477.0,27822.0,0.8164917095105058
COX17.rescaled,7885.0,7884.0,550.0,550.5,7883.5,484.0,228.0,813.0,1073.0,583.0,27934.0,0.8157511034699376
LCT.rescaled,397.5,546.0,407.5,550.5,7883.5,1514.0,7377.0,1183.0,1975.0,6239.0,28073.0,0.8148319584731613
PEX11A.rescaled,7885.0,7884.0,550.0,550.5,7883.5,438.0,1430.0,564.0,354.0,581.0,28120.0,0.81452116843828
GLCCI1.rescaled,7885.0,546.0,550.0,7884.5,7883.5,468.0,440.0,486.0,964.0,1176.0,28283.0,0.8134433221470962
SDK1.rescaled,7885.0,546.0,7886.5,550.5,7883.5,1818.0,893.0,249.0,154.0,447.0,28312.5,0.8132482518060538
HOXB4.rescaled,320.0,398.5,260.5,272.5,264.0,10751.0,692.0,12854.0,1306.0,1211.0,28329.5,0.8131358383891818
MRPL37.rescaled,546.5,7884.0,7886.5,550.5,7883.5,448.0,1052.0,1315.0,355.0,439.0,28360.0,0.8129341554942058
CDCA5.rescaled,220.5,68.5,60.0,72.0,60.0,1915.0,2019.0,12487.0,9168.0,2423.0,28493.0,0.8120546858210312
LFNG.rescaled,397.5,546.0,407.5,7884.5,537.0,4571.0,6618.0,2248.0,4455.0,1147.0,28811.5,0.8099485873931659
CLDN10.rescaled,546.5,7884.0,7886.5,403.0,537.0,950.0,5072.0,2312.0,1120.0,2211.0,28922.0,0.8092179001834984
NIP7.rescaled,546.5,7884.0,550.0,7884.5,7883.5,567.0,894.0,1148.0,877.0,784.0,29018.5,0.8085797887289018
ACTL8.rescaled,397.5,7884.0,7886.5,7884.5,537.0,1186.0,1090.0,643.0,891.0,676.0,29075.5,0.8082028731546842
TREX2.rescaled,546.5,7884.0,550.0,7884.5,7883.5,423.0,496.0,1507.0,990.0,915.0,29079.5,0.8081764229389496
ALMS1.rescaled,69.0,55.0,35.5,24.5,49.0,3991.0,9156.0,2033.0,11689.0,2087.0,29189.0,0.8074523482832157
ROCK2.rescaled,7885.0,546.0,550.0,7884.5,7883.5,1106.0,513.0,1610.0,607.0,693.0,29278.0,0.8068638309831214
CDHR3.rescaled,546.5,546.0,325.0,7884.5,7883.5,3886.0,1631.0,2361.0,2393.0,1859.0,29315.5,0.8066158602106098
SIGLEC8.rescaled,546.5,398.5,7886.5,550.5,537.0,730.0,4796.0,3276.0,8654.0,2017.0,29392.0,0.8061099998346861
OLAH.rescaled,320.0,7884.0,550.0,7884.5,391.0,1241.0,2455.0,929.0,5772.0,2018.0,29444.5,0.8057628407531698
KIF15.rescaled,34.0,9.5,7.0,9.5,37.0,8167.0,1100.0,5308.0,2960.0,11935.0,29567.0,0.8049528028962987
IQCA1.rescaled,158.5,116.5,260.5,192.5,191.5,11423.0,3520.0,1570.0,1261.0,11441.0,30134.5,0.8012001785389562
SPATS2.rescaled,7885.0,7884.0,550.0,7884.5,537.0,1548.0,543.0,1646.0,680.0,1020.0,30177.5,0.8009158387198095
NRTN.rescaled,7885.0,7884.0,550.0,7884.5,537.0,1079.0,1127.0,736.0,286.0,2249.0,30217.5,0.8006513365624639
UNC119B.rescaled,158.5,219.5,325.0,133.0,264.0,1301.0,352.0,13308.0,777.0,13483.0,30321.0,0.7999669372303317
CST5.rescaled,7885.0,546.0,550.0,550.5,7883.5,879.0,1237.0,1370.0,6010.0,3694.0,30605.0,0.7980889719131772
POTEC.rescaled,261.5,7884.0,7886.5,403.0,537.0,1475.0,3562.0,3165.0,1086.0,4397.0,30657.0,0.7977451191086278
NUSAP1.rescaled,54.5,28.0,74.5,41.5,22.5,579.0,868.0,1229.0,13517.0,14388.0,30802.0,0.7967862987882495
STIL.rescaled,397.5,266.0,7886.5,403.0,324.0,2513.0,2168.0,11864.0,2889.0,2101.0,30812.0,0.7967201732489131
CDCA3.rescaled,158.5,28.0,47.5,57.5,49.0,928.0,1578.0,2342.0,14026.0,11607.0,30821.5,0.7966573539865435
TMPO.rescaled,7885.0,7884.0,7886.5,550.5,537.0,2063.0,2085.0,1223.0,411.0,379.0,30904.0,0.7961118182870179
HAPLN1.rescaled,158.5,398.5,407.5,272.5,324.0,12781.0,1259.0,517.0,1591.0,13259.0,30968.0,0.7956886148352648
UBE2C.rescaled,320.0,161.5,115.5,230.0,114.0,11169.0,8587.0,1714.0,7569.0,1038.0,31018.0,0.7953579871385826
FLRT3.rescaled,397.5,546.0,407.5,550.5,391.0,190.0,3879.0,11718.0,4544.0,8407.0,31030.5,0.7952753302144121
SPC25.rescaled,7885.0,7884.0,550.0,403.0,7883.5,1103.0,1636.0,2038.0,459.0,1387.0,31228.5,0.7939660445355508
MMP24.rescaled,320.0,266.0,550.0,550.5,391.0,11959.0,6184.0,2563.0,4553.0,4086.0,31422.5,0.792683209072424
CLSPN.rescaled,113.5,266.0,260.5,192.5,220.5,12535.0,2941.0,8519.0,742.0,5699.0,31489.0,0.7922434742358367
TNFAIP8L1.rescaled,546.5,7884.0,7886.5,7884.5,537.0,1036.0,1319.0,1118.0,2168.0,1149.0,31528.5,0.7919822783554579
JPH3.rescaled,546.5,7884.0,7886.5,550.5,7883.5,920.0,1633.0,2062.0,759.0,1496.0,31621.0,0.7913706171165958
SERPINA4.rescaled,7885.0,7884.0,550.0,403.0,537.0,3322.0,1012.0,4182.0,2949.0,3120.0,31844.0,0.7898960175893934
ZNF608.rescaled,7885.0,7884.0,7886.5,403.0,7883.5,25.0,29.0,53.0,22.0,16.0,32087.0,0.7882891669835181
SRD5A1.rescaled,7885.0,546.0,550.0,7884.5,7883.5,946.0,1823.0,2107.0,1135.0,1377.0,32137.0,0.787958539286836
GTSE1.rescaled,45.0,116.5,27.0,145.5,114.0,8272.0,4300.0,3570.0,696.0,14914.0,32200.0,0.7875419483890166
BAMBI.rescaled,7885.0,7884.0,7886.5,550.5,7883.5,21.0,20.0,45.0,23.0,37.0,32235.5,0.7873072027243722
FAM161B.rescaled,7885.0,398.5,550.0,7884.5,7883.5,1230.0,3591.0,1129.0,874.0,890.0,32315.5,0.7867781984096808
LMO1.rescaled,7885.0,546.0,7886.5,7884.5,7883.5,147.0,75.0,86.0,59.0,70.0,32522.5,0.7854093997454167
SMOC1.rescaled,7885.0,7884.0,7886.5,7884.5,537.0,62.0,95.0,71.0,135.0,105.0,32545.0,0.7852606172819097
PDZD4.rescaled,546.5,7884.0,7886.5,550.5,7883.5,2143.0,671.0,1399.0,3275.0,491.0,32730.0,0.7840372948041857
C1QA.rescaled,320.0,7884.0,550.0,403.0,7883.5,1445.0,11218.0,1044.0,1623.0,413.0,32783.5,0.7836835231687358
NRCAM.rescaled,7885.0,7884.0,7886.5,550.5,7883.5,150.0,116.0,171.0,126.0,169.0,32821.5,0.7834322461192574
KCNH2.rescaled,7885.0,7884.0,7886.5,7884.5,537.0,98.0,111.0,183.0,257.0,106.0,32832.0,0.7833628143029542
SELP.rescaled,546.5,7884.0,7886.5,7884.5,537.0,1179.0,755.0,4110.0,1208.0,853.0,32843.5,0.7832867699327173
PRSS23.rescaled,7885.0,7884.0,550.0,7884.5,7883.5,214.0,127.0,223.0,70.0,165.0,32886.0,0.7830057363905374
FAM3A.rescaled,7885.0,7884.0,550.0,7884.5,7883.5,156.0,194.0,114.0,138.0,267.0,32956.0,0.7825428576151824
NPFFR1.rescaled,7885.0,7884.0,550.0,550.5,7883.5,375.0,1555.0,4338.0,455.0,1481.0,32957.0,0.7825362450612487
CEACAM6.rescaled,7885.0,319.0,7886.5,550.5,7883.5,792.0,941.0,926.0,3821.0,1954.0,32958.5,0.7825263262303483
TXNL4A.rescaled,7885.0,7884.0,7886.5,403.0,7883.5,181.0,166.0,224.0,295.0,192.0,33000.0,0.7822519052421022
SCHIP1.rescaled,7885.0,546.0,7886.5,7884.5,7883.5,414.0,107.0,123.0,160.0,111.0,33000.5,0.7822485989651353
IGDCC4.rescaled,7885.0,7884.0,7886.5,7884.5,537.0,160.0,173.0,410.0,132.0,291.0,33243.0,0.7806450546362269
FAM135B.rescaled,7885.0,546.0,7886.5,7884.5,7883.5,184.0,297.0,455.0,408.0,280.0,33709.5,0.7775602982261824
RNF2.rescaled,7885.0,7884.0,550.0,7884.5,7883.5,602.0,278.0,236.0,128.0,392.0,33723.0,0.7774710287480782
KCP.rescaled,546.5,7884.0,7886.5,7884.5,7883.5,248.0,427.0,263.0,425.0,292.0,33740.0,0.7773586153312063
EFNA2.rescaled,546.5,7884.0,550.0,550.5,7883.5,1649.0,7783.0,1417.0,4906.0,599.0,33768.5,0.7771701575440975
NAT8B.rescaled,7885.0,7884.0,7886.5,550.5,7883.5,321.0,296.0,457.0,394.0,240.0,33797.5,0.7769783934800218
PRPF4B.rescaled,7885.0,546.0,7886.5,7884.5,7883.5,233.0,317.0,374.0,259.0,666.0,33934.5,0.7760724735911128
ISG15.rescaled,7885.0,7884.0,550.0,7884.5,7883.5,429.0,355.0,384.0,647.0,181.0,34083.0,0.7750905093319668
NPW.rescaled,546.5,7884.0,7886.5,7884.5,7883.5,440.0,276.0,581.0,488.0,341.0,34211.0,0.7742441024284604
YWHAZ.rescaled,546.5,398.5,7886.5,7884.5,7883.5,732.0,1699.0,2360.0,3222.0,1701.0,34313.5,0.773566315650262
DPP10.rescaled,7885.0,398.5,325.0,322.0,537.0,3565.0,3250.0,11468.0,4541.0,2078.0,34369.5,0.773196012629978
HYDIN.rescaled,546.5,7884.0,550.0,550.5,7883.5,5776.0,4517.0,2869.0,938.0,2989.0,34503.5,0.7723099304028699
TET3.rescaled,7885.0,546.0,7886.5,7884.5,537.0,2077.0,1834.0,2724.0,1226.0,1990.0,34590.0,0.7717379444876098
MED6.rescaled,7885.0,7884.0,7886.5,550.5,7883.5,1086.0,446.0,289.0,346.0,505.0,34761.5,0.7706038914879899
TMEM213.rescaled,7885.0,7884.0,7886.5,7884.5,537.0,512.0,302.0,396.0,673.0,854.0,34814.0,0.7702567324064737
NEK2.rescaled,69.0,68.5,162.5,109.5,191.5,5666.0,10919.0,2653.0,4536.0,10456.0,34831.0,0.7701443189896018
C16orf46.rescaled,397.5,7884.0,7886.5,7884.5,7883.5,767.0,434.0,1015.0,527.0,458.0,35137.0,0.768120877485907
TMEM191C.rescaled,158.5,266.0,193.0,230.0,264.0,4078.0,3202.0,1889.0,11536.0,13367.0,35183.5,0.7678133937279926
LPAR5.rescaled,7885.0,546.0,7886.5,7884.5,7883.5,736.0,724.0,848.0,494.0,487.0,35374.5,0.7665503959266667
BUB1B.rescaled,12.0,5.5,5.0,5.0,15.0,8176.0,1312.0,14277.0,283.0,11353.0,35443.5,0.7660941297052454
FAM72D.rescaled,7885.0,7884.0,550.0,550.5,7883.5,4323.0,1028.0,2049.0,2235.0,1057.0,35445.0,0.766084210874345
MCM7.rescaled,7885.0,546.0,7886.5,7884.5,7883.5,553.0,588.0,737.0,387.0,1132.0,35482.5,0.7658362401018333
PRR11.rescaled,220.5,186.5,115.5,161.5,139.0,13183.0,11931.0,3628.0,1252.0,4693.0,35510.0,0.7656543948686582
CAMP.rescaled,546.5,7884.0,7886.5,7884.5,7883.5,588.0,636.0,479.0,529.0,1244.0,35561.0,0.7653171546180424
SPATC1.rescaled,546.5,7884.0,7886.5,7884.5,7883.5,705.0,598.0,623.0,558.0,1185.0,35754.0,0.7640409317088492
DLK1.rescaled,7885.0,7884.0,550.0,550.5,391.0,1324.0,11647.0,2600.0,1902.0,1079.0,35812.5,0.7636540973037311
CENPI.rescaled,19.0,35.5,35.5,17.5,22.5,770.0,14569.0,2816.0,9288.0,8393.0,35966.0,0.762639070274917
VSTM2A.rescaled,69.0,96.5,47.5,230.0,84.5,14738.0,517.0,1563.0,3974.0,14675.0,35994.5,0.7624506124878081
SLC38A3.rescaled,320.0,546.0,550.0,322.0,7883.5,12089.0,2449.0,9371.0,418.0,2154.0,36102.5,0.7617364566629746
CDH15.rescaled,7885.0,7884.0,7886.5,550.5,7883.5,616.0,1040.0,883.0,679.0,953.0,36260.5,0.760691673141459
MXD1.rescaled,7885.0,7884.0,550.0,7884.5,7883.5,586.0,1022.0,607.0,813.0,1251.0,36366.0,0.7599940487014597
LMNB1.rescaled,69.0,186.5,220.5,403.0,391.0,4230.0,12208.0,14034.0,1660.0,3162.0,36564.0,0.7586847630225984
HPCAL1.rescaled,546.5,7884.0,7886.5,7884.5,7883.5,722.0,1593.0,618.0,1026.0,594.0,36638.0,0.7581954340315088
CCL19.rescaled,397.5,319.0,325.0,272.5,537.0,3131.0,10105.0,4538.0,3354.0,13660.0,36639.0,0.7581888214775752
MASTL.rescaled,7885.0,546.0,7886.5,550.5,537.0,1259.0,1146.0,5031.0,5418.0,6384.0,36643.0,0.7581623712618406
B3GNT4.rescaled,546.5,546.0,550.0,7884.5,7883.5,1070.0,9317.0,2636.0,3422.0,2889.0,36744.5,0.7574911970375758
TTK.rescaled,99.5,45.0,60.0,92.5,74.0,14275.0,12323.0,732.0,3253.0,5910.0,36864.0,0.7567009968425055
DHDDS.rescaled,7885.0,398.5,7886.5,7884.5,7883.5,310.0,1618.0,573.0,1531.0,918.0,36888.0,0.756542295548098
CCDC167.rescaled,546.5,7884.0,7886.5,7884.5,7883.5,411.0,948.0,666.0,1768.0,1042.0,36920.0,0.7563306938222215
GINS2.rescaled,7885.0,7884.0,550.0,7884.5,7883.5,1562.0,418.0,480.0,331.0,2092.0,36970.0,0.7560000661255393
GABARAPL2.rescaled,7885.0,7884.0,7886.5,550.5,7883.5,1256.0,933.0,900.0,944.0,857.0,36979.5,0.7559372468631698
IL1RL2.rescaled,7885.0,266.0,7886.5,550.5,324.0,1402.0,8884.0,453.0,530.0,8799.0,36980.0,0.7559339405862029
UTP14C.rescaled,7885.0,7884.0,7886.5,7884.5,537.0,1356.0,1009.0,1662.0,402.0,475.0,36981.0,0.7559273280322693
NMU.rescaled,220.5,96.5,115.5,92.5,220.5,4031.0,13554.0,1438.0,10061.0,7193.0,37022.5,0.7556529070440231
HCN2.rescaled,546.5,546.0,7886.5,7884.5,391.0,2334.0,12820.0,1146.0,1817.0,1663.0,37034.5,0.7555735563968193
PDP2.rescaled,546.5,7884.0,7886.5,7884.5,537.0,1005.0,1333.0,1170.0,659.0,8287.0,37192.5,0.7545287728753037
FCGR2C.rescaled,546.5,7884.0,550.0,7884.5,7883.5,2744.0,2866.0,3200.0,770.0,3101.0,37429.5,0.7529615975930304
ACTBL2.rescaled,7885.0,7884.0,7886.5,550.5,7883.5,1234.0,818.0,613.0,775.0,1911.0,37440.5,0.7528888594997603
RHCE.rescaled,7885.0,546.0,550.0,550.5,324.0,11612.0,5644.0,4256.0,5060.0,1209.0,37636.5,0.7515927989287663
LYNX1.rescaled,7885.0,546.0,7886.5,7884.5,7883.5,2227.0,1132.0,482.0,1314.0,455.0,37695.5,0.7512026582466813
NAE1.rescaled,7885.0,7884.0,407.5,7884.5,7883.5,587.0,2006.0,1766.0,517.0,897.0,37717.5,0.7510571820601412
TNFSF4.rescaled,7885.0,7884.0,550.0,7884.5,7883.5,704.0,1733.0,890.0,1572.0,1171.0,38157.0,0.7481509646063051
DIAPH3.rescaled,397.5,7884.0,7886.5,550.5,7883.5,1117.0,729.0,6401.0,717.0,4740.0,38306.0,0.7471656940701923
TIFA.rescaled,7885.0,546.0,7886.5,7884.5,7883.5,1394.0,1745.0,1299.0,1015.0,824.0,38362.5,0.7467920847729415
KDM4A.rescaled,7885.0,546.0,7886.5,550.5,7883.5,3078.0,1070.0,1554.0,6943.0,985.0,38381.5,0.7466664462482022
KIF18A.rescaled,7885.0,546.0,407.5,272.5,537.0,2803.0,984.0,12574.0,2780.0,9614.0,38403.0,0.7465242763386288
CENPW.rescaled,220.5,319.0,550.0,192.5,165.0,13914.0,11606.0,8719.0,1887.0,958.0,38531.0,0.7456778694351226
MYT1.rescaled,7885.0,7884.0,550.0,7884.5,7883.5,563.0,2364.0,569.0,1194.0,1854.0,38631.0,0.7450166140417582
DYNLRB2.rescaled,7885.0,546.0,407.5,7884.5,537.0,1083.0,1877.0,7520.0,3037.0,7972.0,38749.0,0.7442363326775884
SMC4.rescaled,320.0,546.0,550.0,550.5,7883.5,2550.0,11445.0,1416.0,12037.0,1785.0,39083.0,0.7420277396637516
ACE2.rescaled,546.5,7884.0,550.0,7884.5,537.0,3766.0,4400.0,2980.0,5308.0,5240.0,39096.0,0.7419417764626143
TPGS2.rescaled,546.5,7884.0,7886.5,550.5,7883.5,1116.0,1783.0,2227.0,5406.0,3909.0,39192.0,0.7413069712849845
DMBX1.rescaled,546.5,319.0,407.5,403.0,537.0,2442.0,6357.0,13287.0,5139.0,9842.0,39280.0,0.740725066538824
LGALS14.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3.0,4.0,3.0,2.0,2.0,39437.5,0.7396835892942752
EEF1A2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,11.0,5.0,9.0,6.0,4.0,39458.5,0.7395447256616687
HFM1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,13.0,16.0,18.0,18.0,18.0,39506.5,0.7392273230728539
