,accuracy_diff_4.pkl,accuracy_diff_5.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,r2_diff_5.pkl,rank_total,rank_fin
SOX5.rescaled,768.0,601.5,923.5,425.5,673.5,528.0,638.0,1225.0,1930.0,1014.0,8727.0,0.9432924080507014
PARN.rescaled,681.5,1574.5,1876.0,1888.0,1906.5,166.0,155.0,163.0,156.0,191.0,8757.5,0.9430902124048686
IMPA2.rescaled,321.5,427.0,438.0,543.0,277.5,1473.0,1285.0,1309.0,1644.0,1057.0,8775.0,0.9429741985097186
HMOX2.rescaled,321.5,684.0,1274.5,543.0,350.0,1290.0,902.0,1424.0,939.0,1076.0,8804.0,0.9427819469120416
LIMK2.rescaled,838.0,856.5,830.0,1289.0,1274.5,651.0,882.0,710.0,863.0,622.0,8816.0,0.942702394526796
ST8SIA6.rescaled,1530.0,1574.5,1539.0,1559.5,1032.0,727.0,317.0,226.0,101.0,210.0,8816.0,0.942702394526796
CYP4X1.rescaled,1105.5,764.5,1654.0,1154.5,1551.5,340.0,542.0,215.0,669.0,829.0,8825.0,0.9426427302378616
MICALCL.rescaled,423.5,856.5,830.0,673.0,438.0,577.0,1117.0,809.0,835.0,2289.0,8848.0,0.9424902548328074
ITIH6.rescaled,1384.0,2556.5,608.0,2060.5,1425.0,134.0,145.0,107.0,110.0,321.0,8851.0,0.942470366736496
SLC41A3.rescaled,1018.0,856.5,830.0,1054.5,831.5,622.0,597.0,486.0,2028.0,565.0,8888.5,0.9422217655326032
AKAP5.rescaled,681.5,251.0,670.5,543.0,145.0,1577.0,668.0,1055.0,623.0,2701.0,8915.0,0.942046087348519
DUSP1.rescaled,1877.0,1574.5,1876.0,1559.5,1906.5,36.0,33.0,38.0,22.0,28.0,8950.5,0.9418107448755004
ANKRD30A.rescaled,1384.0,954.0,2079.0,2577.5,1712.5,22.0,116.0,46.0,33.0,30.0,8954.0,0.9417875420964704
CCL4L2.rescaled,1018.0,684.0,1033.5,1888.0,3226.5,269.0,166.0,123.0,277.0,272.0,8957.0,0.9417676540001592
SOCS3.rescaled,681.5,1905.0,830.0,841.5,831.5,861.0,706.0,936.0,629.0,737.0,8958.5,0.9417577099520034
LAMA3.rescaled,2296.0,1574.5,2079.0,673.0,1032.0,115.0,209.0,237.0,233.0,518.0,8966.5,0.9417046750285064
ESPL1.rescaled,1018.0,1574.5,548.0,841.5,1032.0,585.0,824.0,808.0,872.0,877.0,8980.0,0.9416151785951048
IL17RB.rescaled,681.5,856.5,331.5,425.5,438.0,1949.0,747.0,2196.0,399.0,1023.0,9047.0,0.9411710111108164
ESCO2.rescaled,2296.0,1289.0,1274.5,841.5,1906.5,145.0,236.0,435.0,307.0,332.0,9062.5,0.9410682559465408
RIC3.rescaled,1530.0,1574.5,1274.5,1888.0,2343.5,71.0,66.0,150.0,105.0,91.0,9093.5,0.9408627456179894
ZNF648.rescaled,681.5,856.5,830.0,1559.5,1274.5,306.0,506.0,871.0,1189.0,1030.0,9104.0,0.9407931372808996
TMEM147.rescaled,321.5,539.0,175.5,425.5,277.5,2036.0,1200.0,1817.0,1619.0,708.0,9119.0,0.9406936967993424
PRSS21.rescaled,591.0,2527.0,490.5,425.5,1673.5,181.0,772.0,395.0,287.0,1840.0,9182.5,0.940272732094084
ZFP36.rescaled,2296.0,1905.0,1539.0,1559.5,1551.5,96.0,45.0,52.0,72.0,72.0,9188.0,0.9402362705841796
UBE2S.rescaled,2296.0,1050.5,830.0,1559.5,542.5,688.0,654.0,451.0,575.0,584.0,9230.5,0.9399545225531012
PLEKHD1.rescaled,755.5,1050.5,603.0,597.5,1122.0,458.0,845.0,651.0,892.0,2260.0,9234.5,0.9399280050913528
RBM24.rescaled,1018.0,1574.5,1130.5,1888.0,1400.0,222.0,312.0,403.0,1009.0,278.0,9235.0,0.939924690408634
PLXNA3.rescaled,248.0,1289.0,1033.5,673.0,1032.0,1166.0,1087.0,959.0,1059.0,730.0,9276.5,0.9396495717429928
PPEF1.rescaled,1244.0,2316.0,1274.5,1888.0,1551.5,252.0,219.0,168.0,188.0,176.0,9277.0,0.9396462570602742
VASP.rescaled,681.5,1289.0,438.0,1289.0,1274.5,944.0,666.0,558.0,1293.0,860.0,9293.0,0.93954018721328
HTR7.rescaled,1018.0,1050.5,1876.0,841.5,1274.5,398.0,553.0,643.0,929.0,763.0,9346.5,0.939185516162393
RNF128.rescaled,248.0,251.0,670.5,88.5,277.5,804.0,1885.0,1195.0,1622.0,2311.0,9352.5,0.93914573996977
FLRT3.rescaled,1877.0,1740.0,1033.5,1054.5,1906.5,315.0,337.0,490.0,275.0,352.0,9380.5,0.9389601177375302
GLCE.rescaled,423.5,539.0,670.5,543.0,542.5,2843.0,1145.0,821.0,1024.0,832.0,9383.5,0.9389402296412188
PTGIS.rescaled,838.0,1728.5,670.5,947.0,1150.0,648.0,714.0,1338.0,924.0,444.0,9402.0,0.9388175863806316
ATP6V1E2.rescaled,137.5,775.5,175.5,490.0,438.0,2387.0,1136.0,561.0,1130.0,2174.0,9404.5,0.9388010129670388
GTF3C2.rescaled,1018.0,856.5,670.5,673.0,831.5,1116.0,949.0,1129.0,1036.0,1137.0,9416.5,0.9387214605817932
ARSD.rescaled,248.0,130.0,125.5,134.5,350.0,2469.0,1956.0,1340.0,1716.0,949.0,9418.0,0.9387115165336374
SCGB2A2.rescaled,681.5,1289.0,830.0,1054.5,1906.5,283.0,227.0,966.0,2054.0,132.0,9423.5,0.9386750550237332
PPFIBP2.rescaled,248.0,539.0,548.0,332.5,752.0,1192.0,1363.0,926.0,2020.0,1521.0,9441.5,0.9385557264458646
COL4A2.rescaled,321.5,427.0,331.5,425.5,1032.0,1299.0,1462.0,1855.0,1151.0,1142.0,9446.5,0.9385225796186788
NPFFR2.rescaled,1244.0,684.0,438.0,477.5,277.5,2140.0,1259.0,1089.0,564.0,1314.0,9487.0,0.9382540903184748
FFAR3.rescaled,681.5,427.0,1539.0,477.5,438.0,1962.0,731.0,1122.0,1029.0,1097.0,9504.0,0.9381413911060432
CISH.rescaled,1530.0,1574.5,548.0,2875.0,2343.5,128.0,115.0,159.0,122.0,112.0,9507.0,0.9381215030097318
MUC16.rescaled,1877.0,1905.0,830.0,3649.5,1122.0,38.0,22.0,36.0,19.0,46.0,9544.5,0.9378729018058392
NTF3.rescaled,2847.5,934.5,731.5,2314.0,1551.5,308.0,171.0,235.0,255.0,217.0,9565.0,0.9377369998143776
IL17RE.rescaled,1244.0,2316.0,1033.5,1289.0,831.5,664.0,311.0,526.0,755.0,614.0,9584.0,0.937611041871072
MICA.rescaled,681.5,251.0,1274.5,425.5,936.5,1034.0,1684.0,1233.0,852.0,1239.0,9611.0,0.9374320490042694
GPR182.rescaled,1244.0,684.0,1033.5,2314.0,1274.5,509.0,481.0,647.0,657.0,779.0,9623.0,0.9373524966190236
RAP1GAP2.rescaled,423.5,856.5,1876.0,841.5,1274.5,971.0,763.0,563.0,1286.0,787.0,9642.0,0.937226538675718
RNF181.rescaled,1129.0,1050.5,548.0,603.5,542.5,1480.0,1026.0,516.0,922.0,1864.0,9681.5,0.9369646787409508
LYVE1.rescaled,1877.0,1574.5,1274.5,2875.0,1274.5,174.0,165.0,118.0,119.0,231.0,9682.5,0.9369580493755136
RGS9.rescaled,838.0,856.5,1274.5,1289.0,1032.0,486.0,416.0,1131.0,1492.0,905.0,9720.0,0.936709448171621
SOCS2.rescaled,2847.5,1289.0,1274.5,1888.0,1274.5,247.0,200.0,212.0,230.0,355.0,9817.5,0.9360630850414998
OR13J1.rescaled,1530.0,1144.0,830.0,2314.0,2343.5,243.0,349.0,252.0,216.0,627.0,9848.5,0.9358575747129484
SHISA2.rescaled,1359.0,1714.0,1676.0,1423.5,1410.5,695.0,429.0,688.0,282.0,204.0,9881.0,0.9356421203362414
KMO.rescaled,321.5,427.0,241.5,673.0,350.0,2030.0,1513.0,2641.0,953.0,753.0,9903.0,0.9354962742966244
ORC1.rescaled,1698.5,427.0,1152.5,374.5,1425.0,832.0,527.0,1056.0,1052.0,1388.0,9932.5,0.9353007080162288
KNDC1.rescaled,1244.0,374.0,548.0,1054.5,597.5,3458.0,540.0,727.0,745.0,645.0,9933.0,0.93529739333351
NXPH4.rescaled,2847.5,1574.5,670.5,1289.0,1274.5,266.0,577.0,338.0,512.0,593.0,9942.0,0.9352377290445758
TM7SF2.rescaled,423.5,1289.0,1876.0,2314.0,1032.0,701.0,300.0,756.0,511.0,755.0,9957.5,0.9351349738803002
ITGB1BP2.rescaled,1018.0,332.5,830.0,332.5,542.5,768.0,479.0,1864.0,2988.0,817.0,9971.5,0.9350421627641802
ITPR2.rescaled,1018.0,684.0,1033.5,841.5,277.5,1778.0,836.0,1488.0,1077.0,986.0,10019.5,0.9347239532231976
WNK2.rescaled,1244.0,1905.0,1876.0,1888.0,1906.5,303.0,193.0,424.0,148.0,144.0,10031.5,0.9346444008379516
PNPLA3.rescaled,605.5,2083.5,3168.5,1157.0,2097.5,121.0,230.0,385.0,67.0,122.0,10037.0,0.9346079393280476
SALL2.rescaled,536.5,427.0,1033.5,1054.5,542.5,1943.0,740.0,1352.0,1542.0,880.0,10051.0,0.9345151282119276
SKOR1.rescaled,423.5,130.0,670.5,673.0,673.5,1965.0,1125.0,1302.0,1097.0,2003.0,10062.5,0.9344388905094004
HSPA9.rescaled,248.0,539.0,175.5,332.5,213.0,1194.0,2032.0,1850.0,2208.0,1282.0,10074.0,0.9343626528068734
RAB9B.rescaled,321.5,856.5,241.5,332.5,350.0,1338.0,1591.0,1205.0,1387.0,2482.0,10105.0,0.934157142478322
C2orf73.rescaled,423.5,606.0,331.5,603.5,487.0,905.0,2747.0,911.0,1336.0,1757.0,10107.5,0.9341405690647292
EGR2.rescaled,2847.5,1574.5,1876.0,1559.5,1906.5,68.0,129.0,88.0,27.0,64.0,10140.0,0.933925114688022
NDUFA2.rescaled,536.5,684.0,830.0,841.5,831.5,1807.0,980.0,1447.0,1528.0,683.0,10168.5,0.9337361777730636
MAP3K5.rescaled,1530.0,3632.0,1274.5,841.5,1551.5,364.0,184.0,253.0,234.0,316.0,10180.5,0.933656625387818
KCNMB1.rescaled,1877.0,539.0,830.0,1054.5,542.5,1446.0,926.0,1038.0,1079.0,861.0,10193.0,0.9335737583198536
STOX1.rescaled,1530.0,598.5,1876.0,1691.5,673.5,240.0,292.0,1462.0,758.0,1077.0,10198.5,0.9335372968099492
SGCA.rescaled,189.5,251.0,331.5,253.5,213.0,2017.0,2226.0,1903.0,1114.0,1701.0,10199.5,0.9335306674445122
HERC5.rescaled,484.0,684.0,1399.5,757.5,1410.5,924.0,2689.0,788.0,644.0,433.0,10213.5,0.9334378563283924
ABCG5.rescaled,423.5,130.0,175.5,253.5,213.0,1312.0,1925.0,2109.0,1988.0,1699.0,10228.5,0.9333384158468352
POLR2J2.rescaled,1018.0,856.5,1274.5,2314.0,1274.5,331.0,1017.0,552.0,695.0,915.0,10247.5,0.9332124579035296
KIAA1210.rescaled,96.0,427.0,331.5,134.5,145.0,1146.0,1544.0,2233.0,1766.0,2472.0,10295.0,0.9328975630452652
F7.rescaled,1877.0,684.0,2870.0,2875.0,831.5,219.0,196.0,549.0,125.0,120.0,10346.5,0.9325561507252526
RHBDL3.rescaled,2296.0,1289.0,1274.5,1559.5,2343.5,233.0,276.0,148.0,422.0,513.0,10354.5,0.9325031158017556
MPP2.rescaled,1530.0,2859.5,1876.0,1054.5,2343.5,163.0,121.0,130.0,82.0,196.0,10355.5,0.9324964864363184
KIF14.rescaled,1018.0,1905.0,331.5,1054.5,2343.5,588.0,569.0,802.0,1204.0,541.0,10356.5,0.9324898570708812
KRT23.rescaled,1877.0,1050.5,2315.0,841.5,2343.5,215.0,874.0,180.0,186.0,537.0,10419.5,0.9320722070483414
HPN.rescaled,1877.0,1289.0,2315.0,1289.0,2895.0,117.0,168.0,94.0,139.0,246.0,10429.0,0.9320092280766884
KDM4B.rescaled,1244.0,2316.0,2315.0,1289.0,1274.5,256.0,544.0,349.0,448.0,430.0,10465.5,0.9317672562382328
IL6.rescaled,838.0,2316.0,3641.5,1888.0,1551.5,34.0,36.0,61.0,44.0,63.0,10473.0,0.9317175359974544
ALG1L.rescaled,1018.0,1905.0,2315.0,2314.0,1906.5,101.0,136.0,261.0,289.0,240.0,10485.5,0.93163466892949
COL23A1.rescaled,536.5,1574.5,1033.5,1054.5,1551.5,646.0,617.0,1272.0,871.0,1398.0,10554.5,0.9311772427143274
NR4A1.rescaled,1877.0,1905.0,1539.0,2314.0,2895.0,5.0,16.0,6.0,9.0,4.0,10570.0,0.9310744875500516
AURKB.rescaled,1877.0,1050.5,1033.5,1054.5,831.5,1332.0,842.0,761.0,790.0,1001.0,10573.0,0.9310545994537404
HOXB5.rescaled,2092.5,2556.5,739.0,4099.5,936.5,37.0,15.0,24.0,20.0,59.0,10579.0,0.9310148232611176
TNXB.rescaled,2847.5,1905.0,2315.0,1559.5,673.5,257.0,153.0,245.0,249.0,379.0,10583.5,0.9309849911166505
CARTPT.rescaled,2499.0,1728.5,3157.5,742.0,542.5,840.0,285.0,330.0,254.0,214.0,10592.5,0.930925326827716
IKZF2.rescaled,1018.0,2316.0,830.0,1888.0,1551.5,1026.0,631.0,344.0,579.0,435.0,10618.5,0.9307529633263504
NR1D2.rescaled,1530.0,684.0,1033.5,543.0,1551.5,1288.0,1434.0,753.0,1216.0,630.0,10663.0,0.9304579565643976
KLK8.rescaled,681.5,371.5,210.5,597.5,438.0,1709.0,1099.0,1956.0,3003.0,636.0,10702.0,0.9301994113123492
TMEM215.rescaled,248.0,157.0,548.0,425.5,350.0,2000.0,637.0,1783.0,1748.0,2865.0,10761.5,0.9298049640688392
GPBAR1.rescaled,1877.0,251.0,241.5,332.5,438.0,906.0,1627.0,1660.0,2275.0,1192.0,10800.0,0.9295497334995094
SMTN.rescaled,1244.0,539.0,1539.0,1054.5,438.0,1593.0,1023.0,1148.0,1229.0,1029.0,10836.5,0.9293077616610538
DNAH1.rescaled,423.5,1574.5,670.5,1054.5,831.5,1713.0,833.0,1226.0,783.0,1795.0,10904.5,0.9288569648113284
NDUFAB1.rescaled,1018.0,1574.5,2315.0,1289.0,2343.5,265.0,698.0,1080.0,163.0,269.0,11015.0,0.9281244199305244
CTSG.rescaled,536.5,1050.5,331.5,1054.5,831.5,2200.0,618.0,1392.0,1849.0,1153.0,11016.5,0.9281144758823684
CD44.rescaled,1244.0,1574.5,830.0,1289.0,1906.5,659.0,1608.0,608.0,751.0,597.0,11067.0,0.9277796929277928
ASTN2.rescaled,681.5,856.5,438.0,332.5,542.5,828.0,1893.0,1577.0,1886.0,2041.0,11076.0,0.9277200286388588
OR5K2.rescaled,1530.0,1289.0,1539.0,2314.0,1032.0,624.0,1022.0,476.0,812.0,496.0,11134.0,0.9273355254435044
MEGF9.rescaled,1530.0,1905.0,1033.5,2314.0,1906.5,807.0,324.0,394.0,690.0,274.0,11178.0,0.9270438333642704
HYAL3.rescaled,1530.0,2316.0,830.0,2875.0,1274.5,468.0,394.0,316.0,625.0,562.0,11190.5,0.926960966296306
TMEM86B.rescaled,838.0,684.0,1876.0,841.5,1274.5,899.0,1938.0,1034.0,882.0,959.0,11226.0,0.9267256238232876
NAT8L.rescaled,838.0,1144.0,1274.5,1559.5,1551.5,3314.0,536.0,309.0,364.0,432.0,11322.5,0.9260858900586036
ARMS2.rescaled,248.0,332.5,241.5,88.5,145.0,2288.0,1782.0,2081.0,2606.0,1514.0,11326.5,0.926059372596855
TUBA4A.rescaled,2847.5,1905.0,1876.0,673.0,2343.5,327.0,402.0,380.0,368.0,209.0,11331.0,0.926029540452388
QDPR.rescaled,768.0,856.5,1695.0,673.0,1551.5,596.0,467.0,1315.0,1833.0,1596.0,11351.0,0.9258969531436452
CAPS2.rescaled,838.0,1574.5,1033.5,603.5,4093.5,336.0,1021.0,1068.0,272.0,515.0,11355.0,0.9258704356818964
AMPH.rescaled,2847.5,332.5,1695.0,1888.0,1551.5,328.0,775.0,826.0,578.0,539.0,11360.5,0.9258339741719924
TRIM21.rescaled,1244.0,1574.5,2079.0,2314.0,831.5,657.0,455.0,741.0,556.0,922.0,11374.0,0.9257444777385908
TIPARP.rescaled,1877.0,1289.0,1539.0,2875.0,1551.5,350.0,253.0,531.0,544.0,567.0,11376.5,0.925727904324998
POU3F1.rescaled,248.0,1050.5,1274.5,1054.5,1032.0,1187.0,1093.0,1442.0,1146.0,1874.0,11401.5,0.9255621701890696
TMEM208.rescaled,681.5,1050.5,1876.0,1054.5,1274.5,1947.0,812.0,1202.0,757.0,823.0,11478.0,0.9250550237331284
GK.rescaled,1877.0,1050.5,1033.5,1054.5,1274.5,1540.0,616.0,1162.0,1212.0,681.0,11501.0,0.924902548328074
PPIP5K1.rescaled,838.0,1574.5,1033.5,1174.5,752.0,1525.0,1533.0,1217.0,603.0,1263.0,11513.5,0.9248196812601098
CECR2.rescaled,1877.0,3632.0,1876.0,2314.0,1032.0,63.0,144.0,53.0,484.0,92.0,11567.0,0.9244650102092228
DENND2A.rescaled,2847.5,1905.0,1274.5,1559.5,2125.0,250.0,492.0,347.0,464.0,305.0,11569.5,0.92444843679563
TOP2A.rescaled,536.5,684.0,1033.5,1289.0,1274.5,1233.0,2063.0,1159.0,864.0,1447.0,11583.5,0.92435562567951
CDK5RAP1.rescaled,423.5,1905.0,670.5,1054.5,1274.5,991.0,1521.0,1672.0,1063.0,1021.0,11596.0,0.9242727586115456
GMNN.rescaled,1530.0,2316.0,2870.0,1888.0,2343.5,118.0,162.0,186.0,80.0,105.0,11598.5,0.9242561851979528
KIFC1.rescaled,1530.0,684.0,331.5,841.5,2343.5,747.0,2152.0,457.0,877.0,1659.0,11622.5,0.9240970804274616
CYP4Z1.rescaled,3148.0,1411.5,3157.5,2070.0,1683.5,84.0,27.0,12.0,10.0,54.0,11657.5,0.9238650526371616
MUC7.rescaled,1530.0,1050.5,1539.0,2314.0,1274.5,1209.0,534.0,1060.0,802.0,372.0,11685.0,0.9236827450876404
C6orf163.rescaled,2847.5,1905.0,2315.0,1289.0,2343.5,218.0,154.0,210.0,319.0,136.0,11737.0,0.9233380180849088
DHRS7.rescaled,1018.0,182.5,331.5,332.5,277.5,1670.0,1934.0,1710.0,1058.0,3239.0,11753.0,0.9232319482379148
CRYM.rescaled,423.5,381.0,1136.5,374.5,752.0,3636.0,1356.0,1255.0,1726.0,736.0,11776.5,0.923076158150142
RPF1.rescaled,477.5,684.0,548.0,425.5,277.5,1788.0,1450.0,1414.0,1260.0,3474.0,11798.5,0.9229303121105248
ARX.rescaled,2296.0,1289.0,2870.0,2314.0,2895.0,14.0,21.0,21.0,54.0,36.0,11810.0,0.9228540744079976
ZPBP.rescaled,61.5,90.0,241.5,134.5,213.0,1647.0,1710.0,3407.0,1773.0,2539.0,11816.5,0.9228109835326562
JUN.rescaled,1877.0,2316.0,1695.0,1888.0,1274.5,556.0,648.0,579.0,493.0,500.0,11826.5,0.9227446898782848
HJURP.rescaled,1018.0,1574.5,548.0,1559.5,438.0,1106.0,1668.0,1003.0,808.0,2110.0,11833.0,0.9227015990029436
PAX7.rescaled,2491.5,2316.0,1876.0,1289.0,3650.5,29.0,58.0,28.0,70.0,40.0,11848.0,0.9226021585213864
TRIM58.rescaled,2519.0,944.0,438.0,841.5,1132.5,510.0,1304.0,519.0,3296.0,392.0,11896.0,0.9222839489804036
ADAMTS12.rescaled,423.5,478.0,438.0,543.0,350.0,1900.0,1489.0,1079.0,1604.0,3612.0,11916.5,0.9221480469889424
CKAP2L.rescaled,1244.0,251.0,331.5,673.0,277.5,2096.0,2558.0,1520.0,2098.0,868.0,11917.0,0.9221447323062236
KCNK17.rescaled,536.5,684.0,670.5,1289.0,542.5,1366.0,1701.0,2061.0,1307.0,1781.0,11938.5,0.9220022009493252
ZSCAN1.rescaled,2296.0,3632.0,1539.0,2314.0,1906.5,41.0,44.0,55.0,59.0,66.0,11952.5,0.9219093898332053
CYP2B6.rescaled,1244.0,2859.5,2315.0,2875.0,1906.5,151.0,192.0,192.0,137.0,93.0,11965.0,0.9218265227652408
AKAP8.rescaled,681.5,1574.5,670.5,1289.0,673.5,1532.0,1198.0,1436.0,1298.0,1661.0,12014.0,0.921501683858821
STX11.rescaled,1018.0,761.5,830.0,1289.0,1906.5,1222.0,1971.0,1384.0,622.0,1015.0,12019.0,0.9214685370316352
PLA2G2A.rescaled,1685.0,856.5,391.0,750.0,919.0,568.0,683.0,3941.0,1419.0,810.0,12022.5,0.9214453342526052
GINS2.rescaled,1018.0,1289.0,1274.5,1054.5,1032.0,1416.0,1619.0,1200.0,1119.0,1039.0,12061.0,0.9211901036832756
ENPP4.rescaled,2092.5,1574.5,1152.5,841.5,1032.0,1102.0,885.0,1180.0,1117.0,1087.0,12064.0,0.921170215586964
KIAA1958.rescaled,2296.0,1905.0,1539.0,2314.0,1274.5,620.0,591.0,581.0,474.0,488.0,12082.5,0.9210475723263768
PXMP4.rescaled,1530.0,2316.0,1274.5,2314.0,1906.5,538.0,419.0,593.0,646.0,551.0,12088.0,0.9210111108164728
FAM204A.rescaled,1018.0,684.0,438.0,1289.0,542.5,1453.0,2088.0,1511.0,2058.0,1007.0,12088.5,0.921007796133754
RIMS2.rescaled,591.0,1719.5,670.5,4081.5,919.0,908.0,1381.0,503.0,571.0,775.0,12119.5,0.9208022858052028
UBQLNL.rescaled,423.5,332.5,85.0,88.5,350.0,1576.0,3642.0,2983.0,958.0,1734.0,12172.5,0.9204509294370344
NUDT14.rescaled,1530.0,1905.0,1033.5,332.5,3650.5,449.0,710.0,947.0,789.0,831.0,12177.5,0.9204177826098486
MCM10.rescaled,2296.0,856.5,670.5,1289.0,2343.5,1315.0,621.0,1019.0,1195.0,574.0,12179.5,0.9204045238789744
GKAP1.rescaled,2537.5,1431.5,830.0,1888.0,2343.5,440.0,356.0,839.0,1000.0,534.0,12199.5,0.9202719365702317
DNAJC12.rescaled,838.0,2576.0,830.0,3213.0,1150.0,1499.0,601.0,480.0,418.0,628.0,12233.0,0.9200498528280872
SLC1A2.rescaled,1018.0,1574.5,1539.0,673.0,2895.0,1211.0,1789.0,466.0,620.0,449.0,12234.5,0.9200399087799316
C15orf39.rescaled,681.5,2859.5,1876.0,1559.5,1551.5,544.0,652.0,1102.0,555.0,926.0,12307.0,0.9195592797857388
PPP3CC.rescaled,1530.0,288.5,272.0,929.5,909.0,1648.0,1491.0,1890.0,2457.0,903.0,12318.0,0.9194863567659304
CENPV.rescaled,911.5,478.0,1416.5,935.0,2556.0,1441.0,1077.0,1361.0,841.0,1322.0,12339.0,0.9193471400917504
ADAM33.rescaled,838.0,1905.0,1033.5,1054.5,1274.5,1314.0,958.0,976.0,1755.0,1231.0,12339.5,0.9193438254090318
ARHGEF2.rescaled,681.5,2316.0,830.0,841.5,2895.0,1093.0,856.0,1074.0,824.0,975.0,12386.0,0.9190355599162048
OR2L13.rescaled,536.5,539.0,241.5,1289.0,831.5,3496.0,961.0,511.0,1506.0,2484.0,12395.5,0.918972580944552
PDZRN3.rescaled,1877.0,856.5,1033.5,1054.5,1906.5,1028.0,1537.0,1187.0,725.0,1257.0,12462.0,0.918531728142982
CCNE2.rescaled,96.0,332.5,331.5,88.5,350.0,2697.0,2636.0,1862.0,1713.0,2361.0,12467.5,0.918495266633078
TMEM63C.rescaled,1530.0,1574.5,2870.0,1888.0,1551.5,700.0,679.0,673.0,661.0,366.0,12493.0,0.9183262178144308
CCL14.rescaled,838.0,1905.0,1274.5,1289.0,1551.5,1358.0,1232.0,1053.0,832.0,1262.0,12595.0,0.9176500225398424
KIF11.rescaled,1530.0,1740.0,2315.0,1888.0,1551.5,682.0,834.0,481.0,1266.0,326.0,12613.5,0.9175273792792554
PTPRN2.rescaled,1244.0,684.0,548.0,841.5,831.5,1801.0,2741.0,2053.0,658.0,1223.0,12625.0,0.9174511415767282
BPIFB2.rescaled,2296.0,2316.0,2870.0,1888.0,1906.5,86.0,237.0,719.0,116.0,216.0,12650.5,0.9172820927580811
DOC2B.rescaled,2847.5,2316.0,2315.0,1289.0,2343.5,409.0,218.0,375.0,408.0,153.0,12674.0,0.9171263026703084
NR6A1.rescaled,1018.0,856.5,1539.0,1888.0,936.5,745.0,2127.0,841.0,1837.0,890.0,12678.0,0.9170997852085598
ADAT3.rescaled,838.0,856.5,1033.5,1559.5,1274.5,2658.0,1543.0,1321.0,702.0,909.0,12695.0,0.9169870859961284
BUB1B.rescaled,423.5,539.0,1274.5,425.5,1274.5,1216.0,2838.0,1325.0,1280.0,2107.0,12703.0,0.9169340510726314
IL23R.rescaled,1877.0,2316.0,1033.5,2875.0,1032.0,838.0,819.0,520.0,734.0,671.0,12715.5,0.916851184004667
BMP8B.rescaled,838.0,1289.0,670.5,332.5,438.0,2691.0,2020.0,1544.0,1759.0,1144.0,12726.0,0.9167815756675772
SEMA6B.rescaled,1384.0,2100.0,1033.5,947.0,673.5,1638.0,806.0,1336.0,1613.0,1198.0,12729.0,0.9167616875712656
GPR87.rescaled,3165.0,2075.5,4065.0,1162.0,2107.5,20.0,47.0,37.0,29.0,33.0,12741.0,0.91668213518602
HEPACAM2.rescaled,681.5,1050.5,1033.5,1289.0,1032.0,525.0,447.0,5041.0,499.0,1178.0,12776.5,0.9164467927130016
PGLYRP2.rescaled,2296.0,2859.5,2315.0,2875.0,2343.5,11.0,11.0,25.0,34.0,16.0,12786.0,0.9163838137413488
STH.rescaled,1018.0,1905.0,670.5,2314.0,1274.5,598.0,1107.0,1906.0,634.0,1361.0,12788.0,0.9163705550104744
DGKD.rescaled,1877.0,1289.0,1274.5,4845.0,2895.0,98.0,109.0,96.0,168.0,152.0,12803.5,0.9162677998461988
GPR139.rescaled,1244.0,1574.5,1539.0,2314.0,4867.5,267.0,278.0,167.0,313.0,255.0,12819.0,0.9161650446819232
NBEA.rescaled,2847.5,1710.5,2870.0,1559.5,1670.0,641.0,586.0,469.0,326.0,226.0,12905.5,0.9155916045716104
KCNH1.rescaled,2296.0,1050.5,1274.5,3649.5,1906.5,378.0,302.0,729.0,621.0,724.0,12931.0,0.9154225557529634
CACNA2D3.rescaled,137.5,14.5,51.5,56.0,59.0,1421.0,3047.0,2601.0,2198.0,3365.0,12950.5,0.9152932831269392
TRIP6.rescaled,1244.0,1905.0,1876.0,1888.0,1906.5,1066.0,840.0,681.0,934.0,639.0,12979.5,0.915101031529262
XAF1.rescaled,2507.0,2527.0,830.0,2054.0,1138.0,447.0,785.0,1044.0,462.0,1205.0,12999.0,0.9149717589032378
STAT2.rescaled,1384.0,856.5,2582.0,2070.0,2895.0,361.0,803.0,910.0,649.0,503.0,13013.5,0.9148756331043992
HCAR3.rescaled,1877.0,1050.5,2315.0,1888.0,2895.0,516.0,755.0,598.0,733.0,412.0,13039.5,0.9147032696030336
CRYBB3.rescaled,838.0,684.0,670.5,543.0,542.5,1108.0,3245.0,1512.0,2051.0,1866.0,13060.0,0.9145673676115722
SELP.rescaled,1244.0,2859.5,1539.0,4845.0,831.5,230.0,339.0,426.0,557.0,199.0,13070.0,0.9145010739572008
EDA2R.rescaled,1244.0,2859.5,3641.5,1888.0,1274.5,450.0,512.0,351.0,352.0,546.0,13118.5,0.9141795497334996
GALNT6.rescaled,3207.0,2859.5,2870.0,1888.0,936.5,179.0,130.0,548.0,336.0,171.0,13125.0,0.914136458858158
TMEM232.rescaled,1117.5,213.5,331.5,188.5,213.0,2058.0,2483.0,2603.0,1478.0,2462.0,13148.0,0.9139839834531038
TRIM46.rescaled,1698.5,684.0,1539.0,673.0,1274.5,1578.0,2539.0,454.0,1122.0,1645.0,13207.0,0.9135928508923126
