	feature_importance
AMDHD1.rescaled	-0.060445327684176285
CRYZ.rescaled	-0.06043842234172567
RTBDN.rescaled	0.06039924213805562
PTGER3.rescaled	-0.06035348474914683
MYBPHL.rescaled	0.06032555945384386
SHCBP1.rescaled	0.060318886646602315
ARL9.rescaled	0.060246328846973535
OR10V1.rescaled	0.06022994582844095
TMEM132C.rescaled	-0.06020118178389409
PDE4A.rescaled	-0.06015619947183439
WDR6.rescaled	-0.06008879662733692
ST3GAL5.rescaled	0.06004030131160659
CLEC1B.rescaled	-0.06002363010086084
HRNR.rescaled	-0.06000958384779518
IGSF9B.rescaled	-0.060005571570532566
FBXW4.rescaled	-0.05998277720970479
MS4A6E.rescaled	-0.05985001398841625
GAPDH.rescaled	0.05981227714133936
EPN3.rescaled	0.05978283562786294
PNPLA2.rescaled	-0.059728616832246936
BCL9L.rescaled	-0.05972255982421575
CAMK2N2.rescaled	0.059698824518827825
CCL13.rescaled	0.0596231494073603
SIGLEC15.rescaled	-0.059593105606599694
SLC38A1.rescaled	-0.059573847148186
SPC24.rescaled	0.05956034669283625
SLC17A9.rescaled	0.05955940551570923
ARMC5.rescaled	-0.059546513349335806
SRSF5.rescaled	-0.05952820452457406
ORM1.rescaled	0.05951836357956001
EIF3E.rescaled	0.05950071868527466
SPATC1.rescaled	0.059333063409445594
TAS2R31.rescaled	-0.05932683590683864
TMEM41B.rescaled	-0.059291577518274394
CTDSP1.rescaled	-0.059268714783437794
CTSC.rescaled	0.05923377288840822
ZDHHC2.rescaled	-0.05922477551861542
SFTPA2.rescaled	0.05918057603030517
FPGS.rescaled	-0.0591602632784067
KLHL32.rescaled	0.059154440791592426
TMEM45B.rescaled	-0.05905625309406027
PDE10A.rescaled	-0.05902604971615018
RING1.rescaled	-0.059017030766540156
PAG1.rescaled	0.05901475152496852
UBE2J2.rescaled	-0.05900265992201585
BIRC7.rescaled	0.05900211229701733
MYRIP.rescaled	0.05896868095661194
NXPH4.rescaled	0.05892082871669728
SLC34A3.rescaled	0.05882085157815229
RMI2.rescaled	0.05875491981149652
IQUB.rescaled	0.058735690581353014
CD40LG.rescaled	0.05870326103404048
TUBA3D.rescaled	0.05868370116104027
IFIT2.rescaled	0.05864837491233163
EPO.rescaled	0.05864790327990492
DIXDC1.rescaled	-0.058622209356351866
RABGGTA.rescaled	0.058615244131139776
SLC25A42.rescaled	0.05859584507564839
MAPKBP1.rescaled	-0.05856079496986868
FAM110D.rescaled	-0.05855898098208505
GSDMB.rescaled	0.058498352929785
AREG.rescaled	0.05845420621537505
SMC4.rescaled	0.058447584334022536
INTS4.rescaled	0.058439124837477104
MAS1L.rescaled	0.05837350021470563
AQP6.rescaled	0.05834501566319032
GCNT1.rescaled	0.0583407496578822
SLC25A34.rescaled	-0.0583368916829335
CCDC122.rescaled	-0.058331204407681476
MMP7.rescaled	0.058322327945384236
RIMS1.rescaled	0.05831531422720244
PALM3.rescaled	0.058274845522211544
KLK5.rescaled	0.05827083228056201
FGF2.rescaled	-0.058239763493021755
RELL1.rescaled	-0.058229480344260315
C1orf116.rescaled	0.05822157044654134
FBXO43.rescaled	0.05818754031553699
GPR137C.rescaled	0.05810982579524116
PLK2.rescaled	-0.05809794644677491
